"APPLICATION_NUMBER","WATER_RIGHT_ID","YEAR","MONTH","AMOUNT","DIVERSION_TYPE"
"A013270",3431,2019,12,0,"USE"
"A013270",3431,2020,1,0,"USE"
"A013270",3431,2020,1,0,"STORAGE"
"A013270",3431,2020,1,0,"DIRECT"
"A013270",3431,2020,2,0,"DIRECT"
"A013270",3431,2020,2,0,"STORAGE"
"A013270",3431,2020,2,0,"USE"
"A013270",3431,2020,3,0,"USE"
"A013270",3431,2020,3,0,"DIRECT"
"A013270",3431,2020,3,0,"STORAGE"
"A013270",3431,2020,4,0,"DIRECT"
"A013270",3431,2020,4,0,"STORAGE"
"A013270",3431,2020,4,0,"USE"
"A013270",3431,2020,5,0,"USE"
"A013270",3431,2020,5,0,"DIRECT"
"A013270",3431,2020,5,0,"STORAGE"
"A013270",3431,2020,6,0,"DIRECT"
"A013270",3431,2020,6,0,"STORAGE"
"A013270",3431,2020,6,0,"USE"
"A013270",3431,2020,7,0,"USE"
"A013270",3431,2020,7,0,"STORAGE"
"A013270",3431,2020,7,0,"DIRECT"
"A013270",3431,2020,8,0,"DIRECT"
"A013270",3431,2020,8,0,"STORAGE"
"A013270",3431,2020,8,0,"USE"
"A013270",3431,2020,9,0,"USE"
"A013270",3431,2020,9,0,"STORAGE"
"A013270",3431,2020,9,0,"DIRECT"
"A013270",3431,2020,10,0,"STORAGE"
"A013270",3431,2020,10,0,"DIRECT"
"A013270",3431,2020,10,0,"USE"
"A013270",3431,2020,11,0,"USE"
"A013270",3431,2020,11,0,"DIRECT"
"A013270",3431,2020,11,0,"STORAGE"
"A013270",3431,2020,12,0,"DIRECT"
"A013270",3431,2020,12,0,"STORAGE"
"A013270",3431,2020,12,0,"USE"
"A013270",3431,2021,1,0,"USE"
"A013270",3431,2021,1,0,"STORAGE"
"A013270",3431,2021,1,0,"DIRECT"
"A013270",3431,2021,2,0,"DIRECT"
"A013270",3431,2021,2,0,"STORAGE"
"A013270",3431,2021,2,0,"USE"
"A013270",3431,2021,3,0,"USE"
"A013270",3431,2021,3,0,"DIRECT"
"A013270",3431,2021,3,0,"STORAGE"
"A013270",3431,2021,4,0,"STORAGE"
"A013270",3431,2021,4,0,"DIRECT"
"A013270",3431,2021,4,0,"USE"
"A013270",3431,2021,5,0,"USE"
"A013270",3431,2021,5,0,"STORAGE"
"A013270",3431,2021,5,0,"DIRECT"
"A013270",3431,2021,6,0,"STORAGE"
"A013270",3431,2021,6,0,"DIRECT"
"A013270",3431,2021,6,0,"USE"
"A013270",3431,2021,7,0,"USE"
"A013270",3431,2021,7,0,"STORAGE"
"A013270",3431,2021,7,0,"DIRECT"
"A013270",3431,2021,8,0,"DIRECT"
"A013270",3431,2021,8,0,"STORAGE"
"A013270",3431,2021,8,0,"USE"
"A013270",3431,2021,9,0,"USE"
"A013270",3431,2021,9,0,"STORAGE"
"A013270",3431,2021,9,0,"DIRECT"
"A013270",3431,2021,10,0,"DIRECT"
"A013270",3431,2021,10,0,"STORAGE"
"A013270",3431,2021,10,0,"USE"
"A013270",3431,2021,11,0,"USE"
"A013270",3431,2021,11,0,"DIRECT"
"A013270",3431,2021,11,0,"STORAGE"
"A013270",3431,2021,12,0,"DIRECT"
"A013270",3431,2021,12,0,"STORAGE"
"A013270",3431,2021,12,0,"USE"
"A013270",3431,2022,1,0,"USE"
"A013270",3431,2022,1,0,"STORAGE"
"A013270",3431,2022,1,0,"DIRECT"
"A013270",3431,2022,2,0,"STORAGE"
"A013270",3431,2022,2,0,"DIRECT"
"A013270",3431,2022,2,0,"USE"
"A013270",3431,2022,3,0,"USE"
"A013270",3431,2022,3,0,"DIRECT"
"A013270",3431,2022,3,0,"STORAGE"
"A013270",3431,2022,4,0,"DIRECT"
"A013270",3431,2022,4,0,"STORAGE"
"A013270",3431,2022,4,0,"USE"
"A013270",3431,2022,5,0,"USE"
"A013270",3431,2022,5,0,"DIRECT"
"A013270",3431,2022,5,0,"STORAGE"
"A013270",3431,2022,6,0,"STORAGE"
"A013270",3431,2022,6,0,"DIRECT"
"A013270",3431,2022,6,0,"USE"
"A013270",3431,2022,7,2.62,"USE"
"A013270",3431,2022,7,2.62,"DIRECT"
"A013270",3431,2022,7,0,"STORAGE"
"A013270",3431,2022,8,0,"STORAGE"
"A013270",3431,2022,8,0,"DIRECT"
"A013270",3431,2022,8,0,"USE"
"A013270",3431,2022,9,0,"USE"
"A013270",3431,2022,9,0,"DIRECT"
"A013270",3431,2022,9,0,"STORAGE"
"A013270",3431,2022,10,0,"DIRECT"
"A013270",3431,2022,10,0,"STORAGE"
"A013270",3431,2022,10,0,"USE"
"A013270",3431,2022,11,0,"USE"
"A013270",3431,2022,11,0,"DIRECT"
"A013270",3431,2022,11,0,"STORAGE"
"A013270",3431,2022,12,0,"STORAGE"
"A013270",3431,2022,12,0,"DIRECT"
"A013270",3431,2022,12,0,"USE"
"A013539",3576,2017,1,0,"USE"
"A013539",3576,2017,1,0,"DIRECT"
"A013539",3576,2017,1,0.018413,"STORAGE"
"A013539",3576,2017,2,0.012276,"STORAGE"
"A013539",3576,2017,2,0,"DIRECT"
"A013539",3576,2017,2,0,"USE"
"A013539",3576,2017,3,0,"USE"
"A013539",3576,2017,3,0,"DIRECT"
"A013539",3576,2017,3,0.009207,"STORAGE"
"A013539",3576,2017,4,0,"DIRECT"
"A013539",3576,2017,4,0.018413,"STORAGE"
"A013539",3576,2017,4,0.01381,"USE"
"A013539",3576,2017,5,0.01427,"USE"
"A013539",3576,2017,5,0,"DIRECT"
"A013539",3576,2017,5,0.01381,"STORAGE"
"A013539",3576,2017,6,0.004603,"STORAGE"
"A013539",3576,2017,6,0,"DIRECT"
"A013539",3576,2017,6,0.01381,"USE"
"A013539",3576,2017,7,0.01427,"USE"
"A013539",3576,2017,7,0,"DIRECT"
"A013539",3576,2017,7,0,"STORAGE"
"A013539",3576,2017,8,0,"DIRECT"
"A013539",3576,2017,8,0,"STORAGE"
"A013539",3576,2017,8,0.01427,"USE"
"A013539",3576,2017,9,0.01381,"USE"
"A013539",3576,2017,9,0.003683,"STORAGE"
"A013539",3576,2017,9,0,"DIRECT"
"A013539",3576,2017,10,0.003683,"STORAGE"
"A013539",3576,2017,10,0,"DIRECT"
"A013539",3576,2017,10,0,"USE"
"A013539",3576,2017,11,0,"USE"
"A013539",3576,2017,11,0,"DIRECT"
"A013539",3576,2017,11,0.010741,"STORAGE"
"A013539",3576,2017,12,0.003069,"STORAGE"
"A013539",3576,2017,12,0,"DIRECT"
"A013539",3576,2017,12,0,"USE"
"A013539",3576,2018,1,0,"USE"
"A013539",3576,2018,1,0,"DIRECT"
"A013539",3576,2018,1,0.015344,"STORAGE"
"A013539",3576,2018,2,0,"DIRECT"
"A013539",3576,2018,2,0.003069,"STORAGE"
"A013539",3576,2018,2,0,"USE"
"A013539",3576,2018,3,0.015697,"USE"
"A013539",3576,2018,3,0.018413,"STORAGE"
"A013539",3576,2018,3,0,"DIRECT"
"A013539",3576,2018,4,0.010741,"STORAGE"
"A013539",3576,2018,4,0,"DIRECT"
"A013539",3576,2018,4,0.015191,"USE"
"A013539",3576,2018,5,0.015697,"USE"
"A013539",3576,2018,5,0,"DIRECT"
"A013539",3576,2018,5,0.001534,"STORAGE"
"A013539",3576,2018,6,0.001074,"STORAGE"
"A013539",3576,2018,6,0,"DIRECT"
"A013539",3576,2018,6,0.015191,"USE"
"A013539",3576,2018,7,0.015697,"USE"
"A013539",3576,2018,7,0.000767,"STORAGE"
"A013539",3576,2018,7,0,"DIRECT"
"A013539",3576,2018,8,0.000767,"STORAGE"
"A013539",3576,2018,8,0,"DIRECT"
"A013539",3576,2018,8,0,"USE"
"A013539",3576,2018,9,0,"USE"
"A013539",3576,2018,9,0,"DIRECT"
"A013539",3576,2018,9,0.000767,"STORAGE"
"A013539",3576,2018,10,0.003069,"STORAGE"
"A013539",3576,2018,10,0,"DIRECT"
"A013539",3576,2018,10,0,"USE"
"A013539",3576,2018,11,0,"USE"
"A013539",3576,2018,11,0,"DIRECT"
"A013539",3576,2018,11,0.015344,"STORAGE"
"A013539",3576,2018,12,0,"DIRECT"
"A013539",3576,2018,12,0.009207,"STORAGE"
"A013539",3576,2018,12,0,"USE"
"A013539",3576,2019,1,0,"USE"
"A013539",3576,2019,1,0,"DIRECT"
"A013539",3576,2019,1,0.018413,"STORAGE"
"A013539",3576,2019,2,0.042964,"STORAGE"
"A013539",3576,2019,2,0,"DIRECT"
"A013539",3576,2019,2,0,"USE"
"A013539",3576,2019,3,0.015697,"USE"
"A013539",3576,2019,3,0,"DIRECT"
"A013539",3576,2019,3,0.019948,"STORAGE"
"A013539",3576,2019,4,0,"DIRECT"
"A013539",3576,2019,4,0.00399,"STORAGE"
"A013539",3576,2019,4,0.015697,"USE"
"A013539",3576,2019,5,0.015697,"USE"
"A013539",3576,2019,5,0.009207,"STORAGE"
"A013539",3576,2019,5,0,"DIRECT"
"A013539",3576,2019,6,0,"DIRECT"
"A013539",3576,2019,6,0.001841,"STORAGE"
"A013539",3576,2019,6,0.015697,"USE"
"A013539",3576,2019,7,0.0078485,"USE"
"A013539",3576,2019,7,0,"DIRECT"
"A013539",3576,2019,7,0.00399,"STORAGE"
"A013539",3576,2019,8,0,"DIRECT"
"A013539",3576,2019,8,0.002455,"STORAGE"
"A013539",3576,2019,8,0,"USE"
"A013539",3576,2019,9,0,"USE"
"A013539",3576,2019,9,0,"DIRECT"
"A013539",3576,2019,9,0.001228,"STORAGE"
"A013539",3576,2019,10,0,"DIRECT"
"A013539",3576,2019,10,0.000921,"STORAGE"
"A013539",3576,2019,10,0,"USE"
"A013539",3576,2019,11,0,"USE"
"A013539",3576,2019,11,0.005524,"STORAGE"
"A013539",3576,2019,11,0,"DIRECT"
"A013539",3576,2019,12,0,"DIRECT"
"A013539",3576,2019,12,0.021482,"STORAGE"
"A013539",3576,2019,12,0,"USE"
"A013539",3576,2020,1,0,"USE"
"A013539",3576,2020,1,0,"DIRECT"
"A013539",3576,2020,1,0.007672,"STORAGE"
"A013539",3576,2020,2,0.000614,"STORAGE"
"A013539",3576,2020,2,0,"DIRECT"
"A013539",3576,2020,2,0,"USE"
"A013539",3576,2020,3,0.022096,"USE"
"A013539",3576,2020,3,0,"DIRECT"
"A013539",3576,2020,3,0.005831,"STORAGE"
"A013539",3576,2020,4,0,"DIRECT"
"A013539",3576,2020,4,0.004603,"STORAGE"
"A013539",3576,2020,4,0.02762,"USE"
"A013539",3576,2020,5,0.028541,"USE"
"A013539",3576,2020,5,0,"DIRECT"
"A013539",3576,2020,5,0.005217,"STORAGE"
"A013539",3576,2020,6,0.000921,"STORAGE"
"A013539",3576,2020,6,0,"DIRECT"
"A013539",3576,2020,6,0.005524,"USE"
"A013539",3576,2020,7,0,"USE"
"A013539",3576,2020,7,0.001228,"STORAGE"
"A013539",3576,2020,7,0,"DIRECT"
"A013539",3576,2020,8,0,"DIRECT"
"A013539",3576,2020,8,0.002148,"STORAGE"
"A013539",3576,2020,8,0,"USE"
"A013539",3576,2020,9,0.00982,"USE"
"A013539",3576,2020,9,0.003069,"STORAGE"
"A013539",3576,2020,9,0,"DIRECT"
"A013539",3576,2020,10,0,"DIRECT"
"A013539",3576,2020,10,0.001841,"STORAGE"
"A013539",3576,2020,10,0,"USE"
"A013539",3576,2020,11,0,"USE"
"A013539",3576,2020,11,0.007058,"STORAGE"
"A013539",3576,2020,11,0,"DIRECT"
"A013539",3576,2020,12,0.007672,"STORAGE"
"A013539",3576,2020,12,0,"DIRECT"
"A013539",3576,2020,12,0,"USE"
"A013539",3576,2021,1,0,"USE"
"A013539",3576,2021,1,0.009514,"STORAGE"
"A013539",3576,2021,1,0,"DIRECT"
"A013539",3576,2021,2,0,"DIRECT"
"A013539",3576,2021,2,0.005524,"STORAGE"
"A013539",3576,2021,2,0,"USE"
"A013539",3576,2021,3,0,"USE"
"A013539",3576,2021,3,0.007365,"STORAGE"
"A013539",3576,2021,3,0,"DIRECT"
"A013539",3576,2021,4,0.002148,"STORAGE"
"A013539",3576,2021,4,0,"DIRECT"
"A013539",3576,2021,4,0,"USE"
"A013539",3576,2021,5,0.017953,"USE"
"A013539",3576,2021,5,0.002762,"STORAGE"
"A013539",3576,2021,5,0,"DIRECT"
"A013539",3576,2021,6,0.002455,"STORAGE"
"A013539",3576,2021,6,0,"DIRECT"
"A013539",3576,2021,6,0.017953,"USE"
"A013539",3576,2021,7,0.017953,"USE"
"A013539",3576,2021,7,0,"DIRECT"
"A013539",3576,2021,7,0.001228,"STORAGE"
"A013539",3576,2021,8,0,"DIRECT"
"A013539",3576,2021,8,0.002148,"STORAGE"
"A013539",3576,2021,8,0,"USE"
"A013539",3576,2021,9,0,"USE"
"A013539",3576,2021,9,0,"DIRECT"
"A013539",3576,2021,9,0.002762,"STORAGE"
"A013539",3576,2021,10,0,"STORAGE"
"A013539",3576,2021,10,0,"DIRECT"
"A013539",3576,2021,10,0,"USE"
"A013539",3576,2021,11,0,"USE"
"A013539",3576,2021,11,0,"DIRECT"
"A013539",3576,2021,11,0,"STORAGE"
"A013539",3576,2021,12,0,"STORAGE"
"A013539",3576,2021,12,0,"DIRECT"
"A013539",3576,2021,12,0,"USE"
"A013539",3576,2022,1,0,"USE"
"A013539",3576,2022,1,0.003069,"STORAGE"
"A013539",3576,2022,1,0,"DIRECT"
"A013539",3576,2022,2,0.000614,"STORAGE"
"A013539",3576,2022,2,0,"DIRECT"
"A013539",3576,2022,2,0,"USE"
"A013539",3576,2022,3,0,"USE"
"A013539",3576,2022,3,0,"DIRECT"
"A013539",3576,2022,3,0.020562,"STORAGE"
"A013539",3576,2022,4,0,"DIRECT"
"A013539",3576,2022,4,0.006445,"STORAGE"
"A013539",3576,2022,4,0,"USE"
"A013539",3576,2022,5,0,"USE"
"A013539",3576,2022,5,0.002148,"STORAGE"
"A013539",3576,2022,5,0,"DIRECT"
"A013539",3576,2022,6,0,"DIRECT"
"A013539",3576,2022,6,0.005524,"STORAGE"
"A013539",3576,2022,6,0,"USE"
"A013539",3576,2022,7,0,"USE"
"A013539",3576,2022,7,0.00491,"STORAGE"
"A013539",3576,2022,7,0,"DIRECT"
"A013539",3576,2022,8,0,"DIRECT"
"A013539",3576,2022,8,0.002762,"STORAGE"
"A013539",3576,2022,8,0,"USE"
"A013539",3576,2022,9,0,"USE"
"A013539",3576,2022,9,0,"DIRECT"
"A013539",3576,2022,9,0.004296,"STORAGE"
"A013539",3576,2022,10,0,"DIRECT"
"A013539",3576,2022,10,0.032776,"STORAGE"
"A013539",3576,2022,10,0,"USE"
"A013539",3576,2022,11,0,"USE"
"A013539",3576,2022,11,0.007979,"STORAGE"
"A013539",3576,2022,11,0,"DIRECT"
"A013539",3576,2022,12,0,"DIRECT"
"A013539",3576,2022,12,0.011662,"STORAGE"
"A013539",3576,2022,12,0,"USE"
"A013639",3620,2017,1,0,"USE"
"A013639",3620,2017,1,0,"DIRECT"
"A013639",3620,2017,1,0,"STORAGE"
"A013639",3620,2017,2,0,"DIRECT"
"A013639",3620,2017,2,0,"STORAGE"
"A013639",3620,2017,2,0,"USE"
"A013639",3620,2017,3,0,"USE"
"A013639",3620,2017,3,0,"DIRECT"
"A013639",3620,2017,3,0,"STORAGE"
"A013639",3620,2017,4,0.68,"DIRECT"
"A013639",3620,2017,4,0,"STORAGE"
"A013639",3620,2017,4,0.68,"USE"
"A013639",3620,2017,5,0.9,"USE"
"A013639",3620,2017,5,0,"STORAGE"
"A013639",3620,2017,5,0.9,"DIRECT"
"A013639",3620,2017,6,1.85,"DIRECT"
"A013639",3620,2017,6,0,"STORAGE"
"A013639",3620,2017,6,1.85,"USE"
"A013639",3620,2017,7,1.54,"USE"
"A013639",3620,2017,7,0,"STORAGE"
"A013639",3620,2017,7,1.54,"DIRECT"
"A013639",3620,2017,8,0,"STORAGE"
"A013639",3620,2017,8,1.21,"DIRECT"
"A013639",3620,2017,8,1.21,"USE"
"A013639",3620,2017,9,0.78,"USE"
"A013639",3620,2017,9,0.78,"DIRECT"
"A013639",3620,2017,9,0,"STORAGE"
"A013639",3620,2017,10,0.25,"DIRECT"
"A013639",3620,2017,10,0,"STORAGE"
"A013639",3620,2017,10,0.25,"USE"
"A013639",3620,2017,11,0,"USE"
"A013639",3620,2017,11,0,"STORAGE"
"A013639",3620,2017,11,0,"DIRECT"
"A013639",3620,2017,12,0,"DIRECT"
"A013639",3620,2017,12,0,"STORAGE"
"A013639",3620,2017,12,0,"USE"
"A013639",3620,2018,1,0,"USE"
"A013639",3620,2018,1,0,"STORAGE"
"A013639",3620,2018,1,0,"DIRECT"
"A013639",3620,2018,2,0,"DIRECT"
"A013639",3620,2018,2,0,"STORAGE"
"A013639",3620,2018,2,0,"USE"
"A013639",3620,2018,3,0,"USE"
"A013639",3620,2018,3,0,"STORAGE"
"A013639",3620,2018,3,0,"DIRECT"
"A013639",3620,2018,4,0.83,"DIRECT"
"A013639",3620,2018,4,0,"STORAGE"
"A013639",3620,2018,4,0.83,"USE"
"A013639",3620,2018,5,2.67,"USE"
"A013639",3620,2018,5,0,"STORAGE"
"A013639",3620,2018,5,2.67,"DIRECT"
"A013639",3620,2018,6,0,"STORAGE"
"A013639",3620,2018,6,5.19,"DIRECT"
"A013639",3620,2018,6,5.19,"USE"
"A013639",3620,2018,7,3.26,"USE"
"A013639",3620,2018,7,0,"STORAGE"
"A013639",3620,2018,7,3.26,"DIRECT"
"A013639",3620,2018,8,3.34,"DIRECT"
"A013639",3620,2018,8,0,"STORAGE"
"A013639",3620,2018,8,3.34,"USE"
"A013639",3620,2018,9,1.59,"USE"
"A013639",3620,2018,9,1.59,"DIRECT"
"A013639",3620,2018,9,0,"STORAGE"
"A013639",3620,2018,10,0,"STORAGE"
"A013639",3620,2018,10,0.64,"DIRECT"
"A013639",3620,2018,10,0.64,"USE"
"A013639",3620,2018,11,0,"USE"
"A013639",3620,2018,11,0,"DIRECT"
"A013639",3620,2018,11,0,"STORAGE"
"A013639",3620,2018,12,0,"STORAGE"
"A013639",3620,2018,12,0,"DIRECT"
"A013639",3620,2018,12,0,"USE"
"A013639",3620,2019,1,0,"USE"
"A013639",3620,2019,1,0,"DIRECT"
"A013639",3620,2019,1,0,"STORAGE"
"A013639",3620,2019,2,0,"STORAGE"
"A013639",3620,2019,2,0,"DIRECT"
"A013639",3620,2019,2,0,"USE"
"A013639",3620,2019,3,0,"USE"
"A013639",3620,2019,3,0,"STORAGE"
"A013639",3620,2019,3,0,"DIRECT"
"A013639",3620,2019,4,0,"STORAGE"
"A013639",3620,2019,4,0.22,"DIRECT"
"A013639",3620,2019,4,0.22,"USE"
"A013639",3620,2019,5,1.17,"USE"
"A013639",3620,2019,5,0,"STORAGE"
"A013639",3620,2019,5,1.17,"DIRECT"
"A013639",3620,2019,6,0,"STORAGE"
"A013639",3620,2019,6,2.15,"DIRECT"
"A013639",3620,2019,6,2.15,"USE"
"A013639",3620,2019,7,2.9,"USE"
"A013639",3620,2019,7,2.9,"DIRECT"
"A013639",3620,2019,7,0,"STORAGE"
"A013639",3620,2019,8,0,"STORAGE"
"A013639",3620,2019,8,1.74,"DIRECT"
"A013639",3620,2019,8,1.74,"USE"
"A013639",3620,2019,9,0.86,"USE"
"A013639",3620,2019,9,0.86,"DIRECT"
"A013639",3620,2019,9,0,"STORAGE"
"A013639",3620,2019,10,0,"STORAGE"
"A013639",3620,2019,10,0,"DIRECT"
"A013639",3620,2019,10,0,"USE"
"A013639",3620,2019,11,0,"USE"
"A013639",3620,2019,11,0,"DIRECT"
"A013639",3620,2019,11,0,"STORAGE"
"A013639",3620,2019,12,0,"DIRECT"
"A013639",3620,2019,12,0,"STORAGE"
"A013639",3620,2019,12,0,"USE"
"A013639",3620,2020,1,0,"USE"
"A013639",3620,2020,1,0,"DIRECT"
"A013639",3620,2020,1,0,"STORAGE"
"A013639",3620,2020,2,0,"STORAGE"
"A013639",3620,2020,2,0,"DIRECT"
"A013639",3620,2020,2,0,"USE"
"A013639",3620,2020,3,0,"USE"
"A013639",3620,2020,3,0,"DIRECT"
"A013639",3620,2020,3,0,"STORAGE"
"A013639",3620,2020,4,1.89,"DIRECT"
"A013639",3620,2020,4,0,"STORAGE"
"A013639",3620,2020,4,1.89,"USE"
"A013639",3620,2020,5,0.92,"USE"
"A013639",3620,2020,5,0,"STORAGE"
"A013639",3620,2020,5,0.92,"DIRECT"
"A013639",3620,2020,6,0,"STORAGE"
"A013639",3620,2020,6,2.55,"DIRECT"
"A013639",3620,2020,6,2.55,"USE"
"A013639",3620,2020,7,1.46,"USE"
"A013639",3620,2020,7,0,"STORAGE"
"A013639",3620,2020,7,1.46,"DIRECT"
"A013639",3620,2020,8,0.72,"DIRECT"
"A013639",3620,2020,8,0,"STORAGE"
"A013639",3620,2020,8,0.72,"USE"
"A013639",3620,2020,9,0.04,"USE"
"A013639",3620,2020,9,0.04,"DIRECT"
"A013639",3620,2020,9,0,"STORAGE"
"A013639",3620,2020,10,0,"DIRECT"
"A013639",3620,2020,10,0,"STORAGE"
"A013639",3620,2020,10,0,"USE"
"A013639",3620,2020,11,0,"USE"
"A013639",3620,2020,11,0,"DIRECT"
"A013639",3620,2020,11,0,"STORAGE"
"A013639",3620,2020,12,0,"STORAGE"
"A013639",3620,2020,12,0,"DIRECT"
"A013639",3620,2020,12,0,"USE"
"A013639",3620,2021,1,0,"USE"
"A013639",3620,2021,1,0,"DIRECT"
"A013639",3620,2021,1,0,"STORAGE"
"A013639",3620,2021,2,0,"DIRECT"
"A013639",3620,2021,2,0,"STORAGE"
"A013639",3620,2021,2,0,"USE"
"A013639",3620,2021,3,0,"USE"
"A013639",3620,2021,3,0,"DIRECT"
"A013639",3620,2021,3,0,"STORAGE"
"A013639",3620,2021,4,0,"STORAGE"
"A013639",3620,2021,4,1.8,"DIRECT"
"A013639",3620,2021,4,1.8,"USE"
"A013639",3620,2021,5,1.78,"USE"
"A013639",3620,2021,5,0,"STORAGE"
"A013639",3620,2021,5,1.78,"DIRECT"
"A013639",3620,2021,6,5.15,"DIRECT"
"A013639",3620,2021,6,0,"STORAGE"
"A013639",3620,2021,6,5.15,"USE"
"A013639",3620,2021,7,5.3,"USE"
"A013639",3620,2021,7,0,"STORAGE"
"A013639",3620,2021,7,5.3,"DIRECT"
"A013639",3620,2021,8,0,"STORAGE"
"A013639",3620,2021,8,0,"DIRECT"
"A013639",3620,2021,8,0,"USE"
"A013639",3620,2021,9,0,"USE"
"A013639",3620,2021,9,0,"DIRECT"
"A013639",3620,2021,9,0,"STORAGE"
"A013639",3620,2021,10,0,"STORAGE"
"A013639",3620,2021,10,0,"DIRECT"
"A013639",3620,2021,10,0,"USE"
"A013639",3620,2021,11,0,"USE"
"A013639",3620,2021,11,0,"DIRECT"
"A013639",3620,2021,11,0,"STORAGE"
"A013639",3620,2021,12,0,"DIRECT"
"A013639",3620,2021,12,0,"STORAGE"
"A013639",3620,2021,12,0,"USE"
"A013639",3620,2022,1,0,"USE"
"A013639",3620,2022,1,0,"DIRECT"
"A013639",3620,2022,1,0,"STORAGE"
"A013639",3620,2022,2,0,"STORAGE"
"A013639",3620,2022,2,0,"DIRECT"
"A013639",3620,2022,2,0,"USE"
"A013639",3620,2022,3,0,"USE"
"A013639",3620,2022,3,0,"STORAGE"
"A013639",3620,2022,3,0,"DIRECT"
"A013639",3620,2022,4,0,"DIRECT"
"A013639",3620,2022,4,0,"STORAGE"
"A013639",3620,2022,4,0,"USE"
"A013639",3620,2022,5,1.17,"USE"
"A013639",3620,2022,5,1.17,"DIRECT"
"A013639",3620,2022,5,0,"STORAGE"
"A013639",3620,2022,6,0,"STORAGE"
"A013639",3620,2022,6,4.24,"DIRECT"
"A013639",3620,2022,6,4.24,"USE"
"A013639",3620,2022,7,0.54,"USE"
"A013639",3620,2022,7,0,"STORAGE"
"A013639",3620,2022,7,0.54,"DIRECT"
"A013639",3620,2022,8,7.82,"DIRECT"
"A013639",3620,2022,8,0,"STORAGE"
"A013639",3620,2022,8,7.82,"USE"
"A013639",3620,2022,9,2.1,"USE"
"A013639",3620,2022,9,0,"STORAGE"
"A013639",3620,2022,9,2.1,"DIRECT"
"A013639",3620,2022,10,0,"DIRECT"
"A013639",3620,2022,10,0,"STORAGE"
"A013639",3620,2022,10,0,"USE"
"A013639",3620,2022,11,0,"USE"
"A013639",3620,2022,11,0,"DIRECT"
"A013639",3620,2022,11,0,"STORAGE"
"A013639",3620,2022,12,0,"DIRECT"
"A013639",3620,2022,12,0,"STORAGE"
"A013639",3620,2022,12,0,"USE"
"A013862",3729,2017,1,0,"USE"
"A013862",3729,2017,1,0,"DIRECT"
"A013862",3729,2017,1,0,"STORAGE"
"A013862",3729,2017,2,0,"STORAGE"
"A013862",3729,2017,2,0,"DIRECT"
"A013862",3729,2017,2,0,"USE"
"A013862",3729,2017,3,0,"USE"
"A013862",3729,2017,3,0,"STORAGE"
"A013862",3729,2017,3,0,"DIRECT"
"A013862",3729,2017,4,0,"STORAGE"
"A013862",3729,2017,4,0,"DIRECT"
"A013862",3729,2017,4,0,"USE"
"A013862",3729,2017,5,0,"USE"
"A013862",3729,2017,5,0,"STORAGE"
"A013862",3729,2017,5,0,"DIRECT"
"A013862",3729,2017,6,1.104797,"DIRECT"
"A013862",3729,2017,6,0,"STORAGE"
"A013862",3729,2017,6,1.104797,"USE"
"A013862",3729,2017,7,1.104797,"USE"
"A013862",3729,2017,7,0,"STORAGE"
"A013862",3729,2017,7,1.104797,"DIRECT"
"A013862",3729,2017,8,0,"STORAGE"
"A013862",3729,2017,8,1.104797,"DIRECT"
"A013862",3729,2017,8,1.104797,"USE"
"A013862",3729,2017,9,0,"USE"
"A013862",3729,2017,9,0,"STORAGE"
"A013862",3729,2017,9,0,"DIRECT"
"A013862",3729,2017,10,0,"DIRECT"
"A013862",3729,2017,10,0,"STORAGE"
"A013862",3729,2017,10,0,"USE"
"A013862",3729,2017,11,0,"USE"
"A013862",3729,2017,11,0,"STORAGE"
"A013862",3729,2017,11,0,"DIRECT"
"A013862",3729,2017,12,0,"DIRECT"
"A013862",3729,2017,12,0,"STORAGE"
"A013862",3729,2017,12,0,"USE"
"A013862",3729,2018,1,0,"USE"
"A013862",3729,2018,1,0,"STORAGE"
"A013862",3729,2018,1,0,"DIRECT"
"A013862",3729,2018,2,0,"STORAGE"
"A013862",3729,2018,2,0,"DIRECT"
"A013862",3729,2018,2,0,"USE"
"A013862",3729,2018,3,0,"USE"
"A013862",3729,2018,3,0,"DIRECT"
"A013862",3729,2018,3,0,"STORAGE"
"A013862",3729,2018,4,0,"STORAGE"
"A013862",3729,2018,4,0,"DIRECT"
"A013862",3729,2018,4,0,"USE"
"A013862",3729,2018,5,0,"USE"
"A013862",3729,2018,5,0,"DIRECT"
"A013862",3729,2018,5,0,"STORAGE"
"A013862",3729,2018,6,1.104799,"DIRECT"
"A013862",3729,2018,6,0,"STORAGE"
"A013862",3729,2018,6,1.104799,"USE"
"A013862",3729,2018,7,1.104799,"USE"
"A013862",3729,2018,7,0,"STORAGE"
"A013862",3729,2018,7,1.104799,"DIRECT"
"A013862",3729,2018,8,0,"STORAGE"
"A013862",3729,2018,8,1.104799,"DIRECT"
"A013862",3729,2018,8,1.104799,"USE"
"A013862",3729,2018,9,0,"USE"
"A013862",3729,2018,9,0,"STORAGE"
"A013862",3729,2018,9,0,"DIRECT"
"A013862",3729,2018,10,0,"STORAGE"
"A013862",3729,2018,10,0,"DIRECT"
"A013862",3729,2018,10,0,"USE"
"A013862",3729,2018,11,0,"USE"
"A013862",3729,2018,11,0,"DIRECT"
"A013862",3729,2018,11,0,"STORAGE"
"A013862",3729,2018,12,0,"DIRECT"
"A013862",3729,2018,12,0,"STORAGE"
"A013862",3729,2018,12,0,"USE"
