"APPLICATION_NUMBER","WATER_RIGHT_ID","YEAR","MONTH","AMOUNT","DIVERSION_TYPE"
"S023960",57199,2018,12,0,"DIRECT"
"S023960",57199,2018,12,0.6,"USE"
"S023960",57199,2019,1,0.2,"USE"
"S023960",57199,2019,1,0.5,"STORAGE"
"S023960",57199,2019,1,0,"DIRECT"
"S023960",57199,2019,2,0,"DIRECT"
"S023960",57199,2019,2,0,"STORAGE"
"S023960",57199,2019,2,0,"USE"
"S023960",57199,2019,3,0,"USE"
"S023960",57199,2019,3,0,"DIRECT"
"S023960",57199,2019,3,0,"STORAGE"
"S023960",57199,2019,4,0,"DIRECT"
"S023960",57199,2019,4,0.05,"STORAGE"
"S023960",57199,2019,4,0.05,"USE"
"S023960",57199,2019,5,0.05,"USE"
"S023960",57199,2019,5,0.05,"STORAGE"
"S023960",57199,2019,5,0,"DIRECT"
"S023960",57199,2019,6,0.05,"STORAGE"
"S023960",57199,2019,6,0,"DIRECT"
"S023960",57199,2019,6,0.05,"USE"
"S023960",57199,2019,7,0.15,"USE"
"S023960",57199,2019,7,0,"DIRECT"
"S023960",57199,2019,7,0.05,"STORAGE"
"S023960",57199,2019,8,0,"DIRECT"
"S023960",57199,2019,8,0,"STORAGE"
"S023960",57199,2019,8,0,"USE"
"S023960",57199,2019,9,0,"USE"
"S023960",57199,2019,9,0,"STORAGE"
"S023960",57199,2019,9,0,"DIRECT"
"S023960",57199,2019,10,0,"DIRECT"
"S023960",57199,2019,10,0,"STORAGE"
"S023960",57199,2019,10,0,"USE"
"S023960",57199,2019,11,0,"USE"
"S023960",57199,2019,11,0,"DIRECT"
"S023960",57199,2019,11,0,"STORAGE"
"S023960",57199,2019,12,0.8,"STORAGE"
"S023960",57199,2019,12,0,"DIRECT"
"S023960",57199,2019,12,0.6,"USE"
"S023960",57199,2020,1,0,"USE"
"S023960",57199,2020,1,0,"DIRECT"
"S023960",57199,2020,1,0.5,"STORAGE"
"S023960",57199,2020,2,0,"DIRECT"
"S023960",57199,2020,2,0,"STORAGE"
"S023960",57199,2020,2,0,"USE"
"S023960",57199,2020,3,0,"USE"
"S023960",57199,2020,3,0,"STORAGE"
"S023960",57199,2020,3,0,"DIRECT"
"S023960",57199,2020,4,0,"STORAGE"
"S023960",57199,2020,4,0,"DIRECT"
"S023960",57199,2020,4,0.05,"USE"
"S023960",57199,2020,5,0,"USE"
"S023960",57199,2020,5,0,"STORAGE"
"S023960",57199,2020,5,0,"DIRECT"
"S023960",57199,2020,6,0,"STORAGE"
"S023960",57199,2020,6,0,"DIRECT"
"S023960",57199,2020,6,0,"USE"
"S023960",57199,2020,7,0,"USE"
"S023960",57199,2020,7,0,"STORAGE"
"S023960",57199,2020,7,0,"DIRECT"
"S023960",57199,2020,8,0,"DIRECT"
"S023960",57199,2020,8,0,"STORAGE"
"S023960",57199,2020,8,0,"USE"
"S023960",57199,2020,9,0,"USE"
"S023960",57199,2020,9,0,"STORAGE"
"S023960",57199,2020,9,0,"DIRECT"
"S023960",57199,2020,10,0,"DIRECT"
"S023960",57199,2020,10,0,"STORAGE"
"S023960",57199,2020,10,0,"USE"
"S023960",57199,2020,11,0,"USE"
"S023960",57199,2020,11,0,"DIRECT"
"S023960",57199,2020,11,0,"STORAGE"
"S023960",57199,2020,12,0,"STORAGE"
"S023960",57199,2020,12,0,"DIRECT"
"S023960",57199,2020,12,0,"USE"
"S023960",57199,2021,1,0,"USE"
"S023960",57199,2021,1,0,"DIRECT"
"S023960",57199,2021,1,0.5,"STORAGE"
"S023960",57199,2021,2,0,"DIRECT"
"S023960",57199,2021,2,0,"STORAGE"
"S023960",57199,2021,2,0,"USE"
"S023960",57199,2021,3,0,"USE"
"S023960",57199,2021,3,0,"DIRECT"
"S023960",57199,2021,3,0,"STORAGE"
"S023960",57199,2021,4,0,"STORAGE"
"S023960",57199,2021,4,0,"DIRECT"
"S023960",57199,2021,4,0.5,"USE"
"S023960",57199,2021,5,0,"USE"
"S023960",57199,2021,5,0,"STORAGE"
"S023960",57199,2021,5,0,"DIRECT"
"S023960",57199,2021,6,0,"DIRECT"
"S023960",57199,2021,6,0,"STORAGE"
"S023960",57199,2021,6,0,"USE"
"S023960",57199,2021,7,0,"USE"
"S023960",57199,2021,7,0,"DIRECT"
"S023960",57199,2021,7,0,"STORAGE"
"S023960",57199,2021,8,0,"STORAGE"
"S023960",57199,2021,8,0,"DIRECT"
"S023960",57199,2021,8,0,"USE"
"S023960",57199,2021,9,0,"USE"
"S023960",57199,2021,9,0,"DIRECT"
"S023960",57199,2021,9,0,"STORAGE"
"S023960",57199,2021,10,0,"STORAGE"
"S023960",57199,2021,10,0,"DIRECT"
"S023960",57199,2021,10,0,"USE"
"S023960",57199,2021,11,0,"USE"
"S023960",57199,2021,11,0,"STORAGE"
"S023960",57199,2021,11,0,"DIRECT"
"S023960",57199,2021,12,0,"STORAGE"
"S023960",57199,2021,12,0,"DIRECT"
"S023960",57199,2021,12,0,"USE"
"S023960",57199,2022,1,0,"USE"
"S023960",57199,2022,1,0.5,"STORAGE"
"S023960",57199,2022,1,0,"DIRECT"
"S023960",57199,2022,2,0,"DIRECT"
"S023960",57199,2022,2,0,"STORAGE"
"S023960",57199,2022,2,0,"USE"
"S023960",57199,2022,3,0,"USE"
"S023960",57199,2022,3,0,"DIRECT"
"S023960",57199,2022,3,0,"STORAGE"
"S023960",57199,2022,4,0,"STORAGE"
"S023960",57199,2022,4,0,"DIRECT"
"S023960",57199,2022,4,0.5,"USE"
"S023960",57199,2022,5,0,"USE"
"S023960",57199,2022,5,0,"STORAGE"
"S023960",57199,2022,5,0,"DIRECT"
"S023960",57199,2022,6,0,"STORAGE"
"S023960",57199,2022,6,0,"DIRECT"
"S023960",57199,2022,6,0,"USE"
"S023960",57199,2022,7,0,"USE"
"S023960",57199,2022,7,0,"DIRECT"
"S023960",57199,2022,7,0,"STORAGE"
"S023960",57199,2022,8,0,"DIRECT"
"S023960",57199,2022,8,0,"STORAGE"
"S023960",57199,2022,8,0,"USE"
"S023960",57199,2022,9,0,"USE"
"S023960",57199,2022,9,0,"DIRECT"
"S023960",57199,2022,9,0,"STORAGE"
"S023960",57199,2022,10,0,"DIRECT"
"S023960",57199,2022,10,0,"STORAGE"
"S023960",57199,2022,10,0,"USE"
"S023960",57199,2022,11,0,"USE"
"S023960",57199,2022,11,0,"DIRECT"
"S023960",57199,2022,11,0,"STORAGE"
"S023960",57199,2022,12,0,"STORAGE"
"S023960",57199,2022,12,0,"DIRECT"
"S023960",57199,2022,12,0,"USE"
"S025029",60365,2017,1,0,"USE"
"S025029",60365,2017,1,0,"STORAGE"
"S025029",60365,2017,1,0,"DIRECT"
"S025029",60365,2017,2,0,"DIRECT"
"S025029",60365,2017,2,0,"STORAGE"
"S025029",60365,2017,2,0,"USE"
"S025029",60365,2017,3,0.44,"USE"
"S025029",60365,2017,3,0,"STORAGE"
"S025029",60365,2017,3,0.44,"DIRECT"
"S025029",60365,2017,4,0,"STORAGE"
"S025029",60365,2017,4,0,"DIRECT"
"S025029",60365,2017,4,0,"USE"
"S025029",60365,2017,5,0,"USE"
"S025029",60365,2017,5,0,"STORAGE"
"S025029",60365,2017,5,0,"DIRECT"
"S025029",60365,2017,6,0,"STORAGE"
"S025029",60365,2017,6,0.8,"DIRECT"
"S025029",60365,2017,6,0.8,"USE"
"S025029",60365,2017,7,3.15,"USE"
"S025029",60365,2017,7,0,"STORAGE"
"S025029",60365,2017,7,3.15,"DIRECT"
"S025029",60365,2017,8,3.36,"DIRECT"
"S025029",60365,2017,8,0,"STORAGE"
"S025029",60365,2017,8,3.36,"USE"
"S025029",60365,2017,9,3.31,"USE"
"S025029",60365,2017,9,3.31,"DIRECT"
"S025029",60365,2017,9,0,"STORAGE"
"S025029",60365,2017,10,0,"STORAGE"
"S025029",60365,2017,10,0.57,"DIRECT"
"S025029",60365,2017,10,0.57,"USE"
"S025029",60365,2017,11,0,"USE"
"S025029",60365,2017,11,0,"STORAGE"
"S025029",60365,2017,11,0,"DIRECT"
"S025029",60365,2017,12,0,"STORAGE"
"S025029",60365,2017,12,0,"DIRECT"
"S025029",60365,2017,12,0,"USE"
"S025029",60365,2018,1,0,"USE"
"S025029",60365,2018,1,0,"DIRECT"
"S025029",60365,2018,1,0,"STORAGE"
"S025029",60365,2018,2,0.17,"DIRECT"
"S025029",60365,2018,2,0,"STORAGE"
"S025029",60365,2018,2,0.17,"USE"
"S025029",60365,2018,3,0.76,"USE"
"S025029",60365,2018,3,0,"STORAGE"
"S025029",60365,2018,3,0.76,"DIRECT"
"S025029",60365,2018,4,0,"DIRECT"
"S025029",60365,2018,4,0,"STORAGE"
"S025029",60365,2018,4,0,"USE"
"S025029",60365,2018,5,0.52,"USE"
"S025029",60365,2018,5,0,"STORAGE"
"S025029",60365,2018,5,0.52,"DIRECT"
"S025029",60365,2018,6,1.03,"DIRECT"
"S025029",60365,2018,6,0,"STORAGE"
"S025029",60365,2018,6,1.03,"USE"
"S025029",60365,2018,7,2.97,"USE"
"S025029",60365,2018,7,2.97,"DIRECT"
"S025029",60365,2018,7,0,"STORAGE"
"S025029",60365,2018,8,3.24,"DIRECT"
"S025029",60365,2018,8,0,"STORAGE"
"S025029",60365,2018,8,3.24,"USE"
"S025029",60365,2018,9,1.49,"USE"
"S025029",60365,2018,9,0,"STORAGE"
"S025029",60365,2018,9,1.49,"DIRECT"
"S025029",60365,2018,10,0,"STORAGE"
"S025029",60365,2018,10,1.46,"DIRECT"
"S025029",60365,2018,10,1.46,"USE"
"S025029",60365,2018,11,0,"USE"
"S025029",60365,2018,11,0,"DIRECT"
"S025029",60365,2018,11,0,"STORAGE"
"S025029",60365,2018,12,0,"STORAGE"
"S025029",60365,2018,12,0,"DIRECT"
"S025029",60365,2018,12,0,"USE"
"S025029",60365,2019,1,0,"USE"
"S025029",60365,2019,1,0,"STORAGE"
"S025029",60365,2019,1,0,"DIRECT"
"S025029",60365,2019,2,0,"DIRECT"
"S025029",60365,2019,2,0,"STORAGE"
"S025029",60365,2019,2,0,"USE"
"S025029",60365,2019,3,0.09,"USE"
"S025029",60365,2019,3,0.09,"DIRECT"
"S025029",60365,2019,3,0,"STORAGE"
"S025029",60365,2019,4,0,"STORAGE"
"S025029",60365,2019,4,0,"DIRECT"
"S025029",60365,2019,4,0,"USE"
"S025029",60365,2019,5,0,"USE"
"S025029",60365,2019,5,0,"STORAGE"
"S025029",60365,2019,5,0,"DIRECT"
"S025029",60365,2019,6,0,"STORAGE"
"S025029",60365,2019,6,0,"DIRECT"
"S025029",60365,2019,6,0,"USE"
"S025029",60365,2019,7,2.46,"USE"
"S025029",60365,2019,7,2.46,"DIRECT"
"S025029",60365,2019,7,0,"STORAGE"
"S025029",60365,2019,8,2.05,"DIRECT"
"S025029",60365,2019,8,0,"STORAGE"
"S025029",60365,2019,8,2.05,"USE"
"S025029",60365,2019,9,1.07,"USE"
"S025029",60365,2019,9,1.07,"DIRECT"
"S025029",60365,2019,9,0,"STORAGE"
"S025029",60365,2019,10,0.9,"DIRECT"
"S025029",60365,2019,10,0,"STORAGE"
"S025029",60365,2019,10,0.9,"USE"
"S025029",60365,2019,11,0,"USE"
"S025029",60365,2019,11,0,"DIRECT"
"S025029",60365,2019,11,0,"STORAGE"
"S025029",60365,2019,12,0,"STORAGE"
"S025029",60365,2019,12,0,"DIRECT"
"S025029",60365,2019,12,0,"USE"
"S025029",60365,2020,1,0,"USE"
"S025029",60365,2020,1,0,"STORAGE"
"S025029",60365,2020,1,0,"DIRECT"
"S025029",60365,2020,2,0.09,"DIRECT"
"S025029",60365,2020,2,0,"STORAGE"
"S025029",60365,2020,2,0.09,"USE"
"S025029",60365,2020,3,2.92,"USE"
"S025029",60365,2020,3,2.92,"DIRECT"
"S025029",60365,2020,3,0,"STORAGE"
"S025029",60365,2020,4,0,"STORAGE"
"S025029",60365,2020,4,1.26,"DIRECT"
"S025029",60365,2020,4,1.26,"USE"
"S025029",60365,2020,5,1.43,"USE"
"S025029",60365,2020,5,0,"STORAGE"
"S025029",60365,2020,5,1.43,"DIRECT"
"S025029",60365,2020,6,0,"STORAGE"
"S025029",60365,2020,6,1.81,"DIRECT"
"S025029",60365,2020,6,1.81,"USE"
"S025029",60365,2020,7,1.93,"USE"
"S025029",60365,2020,7,1.93,"DIRECT"
"S025029",60365,2020,7,0,"STORAGE"
"S025029",60365,2020,8,1.59,"DIRECT"
"S025029",60365,2020,8,0,"STORAGE"
"S025029",60365,2020,8,1.59,"USE"
"S025029",60365,2020,9,1.92,"USE"
"S025029",60365,2020,9,1.92,"DIRECT"
"S025029",60365,2020,9,0,"STORAGE"
"S025029",60365,2020,10,1.44,"DIRECT"
"S025029",60365,2020,10,0,"STORAGE"
"S025029",60365,2020,10,1.44,"USE"
"S025029",60365,2020,11,3,"USE"
"S025029",60365,2020,11,3,"DIRECT"
"S025029",60365,2020,11,0,"STORAGE"
"S025029",60365,2020,12,0,"STORAGE"
"S025029",60365,2020,12,0,"DIRECT"
"S025029",60365,2020,12,0,"USE"
"S025029",60365,2021,1,0,"USE"
"S025029",60365,2021,1,0,"STORAGE"
"S025029",60365,2021,1,0,"DIRECT"
"S025029",60365,2021,2,0,"STORAGE"
"S025029",60365,2021,2,0,"DIRECT"
"S025029",60365,2021,2,0,"USE"
"S025029",60365,2021,3,0,"USE"
"S025029",60365,2021,3,0,"DIRECT"
"S025029",60365,2021,3,0,"STORAGE"
"S025029",60365,2021,4,0,"DIRECT"
"S025029",60365,2021,4,0,"STORAGE"
"S025029",60365,2021,4,0,"USE"
"S025029",60365,2021,5,0,"USE"
"S025029",60365,2021,5,0,"DIRECT"
"S025029",60365,2021,5,0,"STORAGE"
"S025029",60365,2021,6,0,"STORAGE"
"S025029",60365,2021,6,0,"DIRECT"
"S025029",60365,2021,6,0,"USE"
"S025029",60365,2021,7,0,"USE"
"S025029",60365,2021,7,0,"DIRECT"
"S025029",60365,2021,7,0,"STORAGE"
"S025029",60365,2021,8,0,"STORAGE"
"S025029",60365,2021,8,0,"DIRECT"
"S025029",60365,2021,8,0,"USE"
"S025029",60365,2021,9,0,"USE"
"S025029",60365,2021,9,0,"DIRECT"
"S025029",60365,2021,9,0,"STORAGE"
"S025029",60365,2021,10,0,"DIRECT"
"S025029",60365,2021,10,0,"STORAGE"
"S025029",60365,2021,10,0,"USE"
"S025029",60365,2021,11,0,"USE"
"S025029",60365,2021,11,0,"DIRECT"
"S025029",60365,2021,11,0,"STORAGE"
"S025029",60365,2021,12,0,"STORAGE"
"S025029",60365,2021,12,0,"DIRECT"
"S025029",60365,2021,12,0,"USE"
"S025029",60365,2022,1,0,"USE"
"S025029",60365,2022,1,0,"DIRECT"
"S025029",60365,2022,1,0,"STORAGE"
"S025029",60365,2022,2,0,"STORAGE"
"S025029",60365,2022,2,0,"DIRECT"
"S025029",60365,2022,2,0,"USE"
"S025029",60365,2022,3,0,"USE"
"S025029",60365,2022,3,0,"STORAGE"
"S025029",60365,2022,3,0,"DIRECT"
"S025029",60365,2022,4,0,"STORAGE"
"S025029",60365,2022,4,0,"DIRECT"
"S025029",60365,2022,4,0,"USE"
"S025029",60365,2022,5,0,"USE"
"S025029",60365,2022,5,0,"DIRECT"
"S025029",60365,2022,5,0,"STORAGE"
"S025029",60365,2022,6,0,"STORAGE"
"S025029",60365,2022,6,0,"DIRECT"
"S025029",60365,2022,6,0,"USE"
"S025029",60365,2022,7,0,"USE"
"S025029",60365,2022,7,0,"DIRECT"
"S025029",60365,2022,7,0,"STORAGE"
"S025029",60365,2022,8,0,"DIRECT"
"S025029",60365,2022,8,0,"STORAGE"
"S025029",60365,2022,8,0,"USE"
"S025029",60365,2022,9,0,"USE"
"S025029",60365,2022,9,0,"STORAGE"
"S025029",60365,2022,9,0,"DIRECT"
"S025029",60365,2022,10,0,"STORAGE"
"S025029",60365,2022,10,0,"DIRECT"
"S025029",60365,2022,10,0,"USE"
"S025029",60365,2022,11,0,"USE"
"S025029",60365,2022,11,0,"STORAGE"
"S025029",60365,2022,11,0,"DIRECT"
"S025029",60365,2022,12,0,"STORAGE"
"S025029",60365,2022,12,0,"DIRECT"
"S025029",60365,2022,12,0,"USE"
"S025263",60971,2017,1,0.014270326007899,"USE"
"S025263",60971,2017,1,0.014270326007899,"STORAGE"
"S025263",60971,2017,1,0,"DIRECT"
"S025263",60971,2017,2,0,"DIRECT"
"S025263",60971,2017,2,0.012889326716812,"STORAGE"
"S025263",60971,2017,2,0.012889326716812,"USE"
"S025263",60971,2017,3,0.014270326007899,"USE"
"S025263",60971,2017,3,0,"DIRECT"
"S025263",60971,2017,3,0.014270326007899,"STORAGE"
"S025263",60971,2017,4,0.01380999291087,"STORAGE"
"S025263",60971,2017,4,0,"DIRECT"
"S025263",60971,2017,4,0.01380999291087,"USE"
"S025263",60971,2017,5,0.014270326007899,"USE"
"S025263",60971,2017,5,0.014270326007899,"STORAGE"
"S025263",60971,2017,5,0,"DIRECT"
"S025263",60971,2017,6,0.01380999291087,"STORAGE"
"S025263",60971,2017,6,0,"DIRECT"
"S025263",60971,2017,6,0.01380999291087,"USE"
"S025263",60971,2017,7,0.014270326007899,"USE"
"S025263",60971,2017,7,0,"DIRECT"
"S025263",60971,2017,7,0.014270326007899,"STORAGE"
"S025263",60971,2017,8,0,"DIRECT"
"S025263",60971,2017,8,0.014270326007899,"STORAGE"
"S025263",60971,2017,8,0.014270326007899,"USE"
"S025263",60971,2017,9,0.0138099291087,"USE"
"S025263",60971,2017,9,0,"DIRECT"
"S025263",60971,2017,9,0.0138099291087,"STORAGE"
"S025263",60971,2017,10,0,"DIRECT"
"S025263",60971,2017,10,0.014270326007899,"STORAGE"
"S025263",60971,2017,10,0.014270326007899,"USE"
"S025263",60971,2017,11,0.01380999291087,"USE"
"S025263",60971,2017,11,0,"DIRECT"
"S025263",60971,2017,11,0.01380999291087,"STORAGE"
"S025263",60971,2017,12,0.014270326007899,"STORAGE"
"S025263",60971,2017,12,0,"DIRECT"
"S025263",60971,2017,12,0.014270326007899,"USE"
"S025263",60971,2018,1,0.014270326007899,"USE"
"S025263",60971,2018,1,0,"DIRECT"
"S025263",60971,2018,1,0.014270326007899,"STORAGE"
"S025263",60971,2018,2,0.012889326716812,"STORAGE"
"S025263",60971,2018,2,0,"DIRECT"
"S025263",60971,2018,2,0.012889326716812,"USE"
"S025263",60971,2018,3,0.014270326007899,"USE"
"S025263",60971,2018,3,0,"DIRECT"
"S025263",60971,2018,3,0.014270326007899,"STORAGE"
"S025263",60971,2018,4,0,"DIRECT"
"S025263",60971,2018,4,0.01380999291087,"STORAGE"
"S025263",60971,2018,4,0.01380999291087,"USE"
"S025263",60971,2018,5,0.014270326007899,"USE"
"S025263",60971,2018,5,0.014270326007899,"STORAGE"
"S025263",60971,2018,5,0,"DIRECT"
"S025263",60971,2018,6,0,"DIRECT"
"S025263",60971,2018,6,0.01380999291087,"STORAGE"
"S025263",60971,2018,6,0.01380999291087,"USE"
"S025263",60971,2018,7,0.014270326007899,"USE"
"S025263",60971,2018,7,0,"DIRECT"
"S025263",60971,2018,7,0.014270326007899,"STORAGE"
"S025263",60971,2018,8,0,"DIRECT"
"S025263",60971,2018,8,0.014270326007899,"STORAGE"
"S025263",60971,2018,8,0.014270326007899,"USE"
"S025263",60971,2018,9,0.01380999291087,"USE"
"S025263",60971,2018,9,0,"DIRECT"
"S025263",60971,2018,9,0.01380999291087,"STORAGE"
"S025263",60971,2018,10,0,"DIRECT"
"S025263",60971,2018,10,0.014270326007899,"STORAGE"
"S025263",60971,2018,10,0.014270326007899,"USE"
"S025263",60971,2018,11,0.01380999291087,"USE"
"S025263",60971,2018,11,0.01380999291087,"STORAGE"
"S025263",60971,2018,11,0,"DIRECT"
"S025263",60971,2018,12,0,"DIRECT"
"S025263",60971,2018,12,0.014270326007899,"STORAGE"
"S025263",60971,2018,12,0.014270326007899,"USE"
"S025263",60971,2019,1,0.014270326007899,"USE"
"S025263",60971,2019,1,0.014270326007899,"STORAGE"
"S025263",60971,2019,1,0,"DIRECT"
"S025263",60971,2019,2,0,"DIRECT"
"S025263",60971,2019,2,0.012889326716812,"STORAGE"
"S025263",60971,2019,2,0.012889326716812,"USE"
"S025263",60971,2019,3,0.014270326007899,"USE"
"S025263",60971,2019,3,0,"DIRECT"
"S025263",60971,2019,3,0.014270326007899,"STORAGE"
"S025263",60971,2019,4,0.01380999291087,"STORAGE"
"S025263",60971,2019,4,0,"DIRECT"
"S025263",60971,2019,4,0.01380999291087,"USE"
"S025263",60971,2019,5,0.014270326007899,"USE"
"S025263",60971,2019,5,0.014270326007899,"STORAGE"
"S025263",60971,2019,5,0,"DIRECT"
"S025263",60971,2019,6,0.01380999291087,"STORAGE"
"S025263",60971,2019,6,0,"DIRECT"
"S025263",60971,2019,6,0.01380999291087,"USE"
"S025263",60971,2019,7,0.014270326007899,"USE"
"S025263",60971,2019,7,0,"DIRECT"
"S025263",60971,2019,7,0.014270326007899,"STORAGE"
"S025263",60971,2019,8,0,"DIRECT"
"S025263",60971,2019,8,0.014270326007899,"STORAGE"
"S025263",60971,2019,8,0.014270326007899,"USE"
"S025263",60971,2019,9,0.01380999291087,"USE"
"S025263",60971,2019,9,0,"DIRECT"
"S025263",60971,2019,9,0.01380999291087,"STORAGE"
"S025263",60971,2019,10,0,"DIRECT"
"S025263",60971,2019,10,0.014270326007899,"STORAGE"
"S025263",60971,2019,10,0.014270326007899,"USE"
"S025263",60971,2019,11,0.01380999291087,"USE"
"S025263",60971,2019,11,0,"DIRECT"
"S025263",60971,2019,11,0.01380999291087,"STORAGE"
"S025263",60971,2019,12,0.014270326007899,"STORAGE"
"S025263",60971,2019,12,0,"DIRECT"
"S025263",60971,2019,12,0.014270326007899,"USE"
"S025263",60971,2020,1,0.014270326007899,"USE"
"S025263",60971,2020,1,0.014270326007899,"STORAGE"
"S025263",60971,2020,1,0,"DIRECT"
"S025263",60971,2020,2,0.012889326716812,"STORAGE"
"S025263",60971,2020,2,0,"DIRECT"
"S025263",60971,2020,2,0.012889326716812,"USE"
"S025263",60971,2020,3,0.014270326007899,"USE"
"S025263",60971,2020,3,0,"DIRECT"
"S025263",60971,2020,3,0.014270326007899,"STORAGE"
"S025263",60971,2020,4,0,"DIRECT"
"S025263",60971,2020,4,0.01380999291087,"STORAGE"
"S025263",60971,2020,4,0.01380999291087,"USE"
"S025263",60971,2020,5,0.014270326007899,"USE"
"S025263",60971,2020,5,0,"DIRECT"
"S025263",60971,2020,5,0.014270326007899,"STORAGE"
"S025263",60971,2020,6,0.01380999291087,"STORAGE"
"S025263",60971,2020,6,0,"DIRECT"
"S025263",60971,2020,6,0.01380999291087,"USE"
"S025263",60971,2020,7,0.014270326007899,"USE"
"S025263",60971,2020,7,0.014270326007899,"STORAGE"
"S025263",60971,2020,7,0,"DIRECT"
"S025263",60971,2020,8,0,"DIRECT"
"S025263",60971,2020,8,0.014270326007899,"STORAGE"
"S025263",60971,2020,8,0.014270326007899,"USE"
"S025263",60971,2020,9,0.01380999291087,"USE"
"S025263",60971,2020,9,0.01380999291087,"STORAGE"
"S025263",60971,2020,9,0,"DIRECT"
"S025263",60971,2020,10,0,"DIRECT"
"S025263",60971,2020,10,0.014270326007899,"STORAGE"
"S025263",60971,2020,10,0.014270326007899,"USE"
"S025263",60971,2020,11,0.01380999291087,"USE"
"S025263",60971,2020,11,0,"DIRECT"
"S025263",60971,2020,11,0.01380999291087,"STORAGE"
"S025263",60971,2020,12,0,"DIRECT"
"S025263",60971,2020,12,0.014270326007899,"STORAGE"
"S025263",60971,2020,12,0.014270326007899,"USE"
"S025263",60971,2021,1,0.014270326007899,"USE"
"S025263",60971,2021,1,0.014270326007899,"STORAGE"
"S025263",60971,2021,1,0,"DIRECT"
"S025263",60971,2021,2,0.012889326716812,"STORAGE"
"S025263",60971,2021,2,0,"DIRECT"
"S025263",60971,2021,2,0.012889326716812,"USE"
"S025263",60971,2021,3,0.014270326007899,"USE"
"S025263",60971,2021,3,0.014270326007899,"STORAGE"
"S025263",60971,2021,3,0,"DIRECT"
"S025263",60971,2021,4,0,"DIRECT"
"S025263",60971,2021,4,0.01380999291087,"STORAGE"
"S025263",60971,2021,4,0.01380999291087,"USE"
"S025263",60971,2021,5,0.014270326007899,"USE"
"S025263",60971,2021,5,0,"DIRECT"
"S025263",60971,2021,5,0.014270326007899,"STORAGE"
"S025263",60971,2021,6,0,"DIRECT"
"S025263",60971,2021,6,0.01380999291087,"STORAGE"
"S025263",60971,2021,6,0.01380999291087,"USE"
"S025263",60971,2021,7,0.014270326007899,"USE"
"S025263",60971,2021,7,0,"DIRECT"
"S025263",60971,2021,7,0.014270326007899,"STORAGE"
"S025263",60971,2021,8,0,"DIRECT"
"S025263",60971,2021,8,0.014270326007899,"STORAGE"
"S025263",60971,2021,8,0.014270326007899,"USE"
"S025263",60971,2021,9,0.01380999291087,"USE"
"S025263",60971,2021,9,0.01380999291087,"STORAGE"
"S025263",60971,2021,9,0,"DIRECT"
"S025263",60971,2021,10,0,"DIRECT"
"S025263",60971,2021,10,0,"STORAGE"
"S025263",60971,2021,10,0,"USE"
"S025263",60971,2021,11,0,"USE"
"S025263",60971,2021,11,0,"STORAGE"
"S025263",60971,2021,11,0,"DIRECT"
"S025263",60971,2021,12,0,"STORAGE"
"S025263",60971,2021,12,0,"DIRECT"
"S025263",60971,2021,12,0,"USE"
"S025263",60971,2022,1,0.01427,"USE"
"S025263",60971,2022,1,0,"DIRECT"
"S025263",60971,2022,1,0.01427,"STORAGE"
"S025263",60971,2022,2,0,"DIRECT"
"S025263",60971,2022,2,0.012889,"STORAGE"
"S025263",60971,2022,2,0.012889,"USE"
"S025263",60971,2022,3,0.01427,"USE"
"S025263",60971,2022,3,0,"DIRECT"
"S025263",60971,2022,3,0.01427,"STORAGE"
"S025263",60971,2022,4,0,"DIRECT"
"S025263",60971,2022,4,0.01381,"STORAGE"
"S025263",60971,2022,4,0.01381,"USE"
"S025263",60971,2022,5,0.01427,"USE"
"S025263",60971,2022,5,0,"DIRECT"
"S025263",60971,2022,5,0.01427,"STORAGE"
"S025263",60971,2022,6,0,"DIRECT"
"S025263",60971,2022,6,0.01381,"STORAGE"
"S025263",60971,2022,6,0.01381,"USE"
"S025263",60971,2022,7,0.01427,"USE"
"S025263",60971,2022,7,0,"DIRECT"
"S025263",60971,2022,7,0.01427,"STORAGE"
"S025263",60971,2022,8,0,"DIRECT"
"S025263",60971,2022,8,0.01427,"STORAGE"
"S025263",60971,2022,8,0.01427,"USE"
"S025263",60971,2022,9,0.01381,"USE"
"S025263",60971,2022,9,0,"DIRECT"
"S025263",60971,2022,9,0.01381,"STORAGE"
"S025263",60971,2022,10,0,"DIRECT"
"S025263",60971,2022,10,0.01427,"STORAGE"
"S025263",60971,2022,10,0.01427,"USE"
"S025263",60971,2022,11,0.01381,"USE"
"S025263",60971,2022,11,0,"DIRECT"
"S025263",60971,2022,11,0.01381,"STORAGE"
"S025263",60971,2022,12,0,"DIRECT"
"S025263",60971,2022,12,0.01427,"STORAGE"
"S025263",60971,2022,12,0.01427,"USE"
"S025344",61322,2017,1,0,"USE"
"S025344",61322,2017,1,0,"STORAGE"
"S025344",61322,2017,1,0,"DIRECT"
"S025344",61322,2017,2,0,"STORAGE"
"S025344",61322,2017,2,0,"DIRECT"
"S025344",61322,2017,2,0,"USE"
"S025344",61322,2017,3,0,"USE"
"S025344",61322,2017,3,0,"STORAGE"
"S025344",61322,2017,3,0,"DIRECT"
"S025344",61322,2017,4,0,"DIRECT"
"S025344",61322,2017,4,0,"STORAGE"
"S025344",61322,2017,4,0,"USE"
"S025344",61322,2017,5,0,"USE"
"S025344",61322,2017,5,0,"STORAGE"
