"APPLICATION_NUMBER","WATER_RIGHT_ID","YEAR","MONTH","AMOUNT","DIVERSION_TYPE","ASSIGNED_PRIORITY_DATE"
"L032128",55706,2022,9,0,"DIRECT","20130617"
"L032128",55706,2022,10,0,"DIRECT","20130617"
"L032128",55706,2022,11,0,"DIRECT","20130617"
"L032128",55706,2022,12,0,"DIRECT","20130617"
"L032271",58511,2017,1,0,"STORAGE","20140611"
"L032271",58511,2017,1,0,"DIRECT","20140611"
"L032271",58511,2017,2,0,"STORAGE","20140611"
"L032271",58511,2017,2,0,"DIRECT","20140611"
"L032271",58511,2017,3,0,"DIRECT","20140611"
"L032271",58511,2017,3,0,"STORAGE","20140611"
"L032271",58511,2017,4,0,"DIRECT","20140611"
"L032271",58511,2017,4,0,"STORAGE","20140611"
"L032271",58511,2017,5,0,"DIRECT","20140611"
"L032271",58511,2017,5,0,"STORAGE","20140611"
"L032271",58511,2017,6,0,"STORAGE","20140611"
"L032271",58511,2017,6,0,"DIRECT","20140611"
"L032271",58511,2017,7,0,"DIRECT","20140611"
"L032271",58511,2017,7,0,"STORAGE","20140611"
"L032271",58511,2017,8,0,"STORAGE","20140611"
"L032271",58511,2017,8,0,"DIRECT","20140611"
"L032271",58511,2017,9,0,"DIRECT","20140611"
"L032271",58511,2017,9,0,"STORAGE","20140611"
"L032271",58511,2017,10,0,"DIRECT","20140611"
"L032271",58511,2017,10,0,"STORAGE","20140611"
"L032271",58511,2017,11,0.007,"DIRECT","20140611"
"L032271",58511,2017,11,0,"STORAGE","20140611"
"L032271",58511,2017,12,0,"STORAGE","20140611"
"L032271",58511,2017,12,0,"DIRECT","20140611"
"L032271",58511,2018,1,0,"STORAGE","20140611"
"L032271",58511,2018,1,0,"DIRECT","20140611"
"L032271",58511,2018,2,0,"DIRECT","20140611"
"L032271",58511,2018,2,0,"STORAGE","20140611"
"L032271",58511,2018,3,0,"DIRECT","20140611"
"L032271",58511,2018,3,0,"STORAGE","20140611"
"L032271",58511,2018,4,0,"STORAGE","20140611"
"L032271",58511,2018,4,0,"DIRECT","20140611"
"L032271",58511,2018,5,0,"STORAGE","20140611"
"L032271",58511,2018,5,7e-04,"DIRECT","20140611"
"L032271",58511,2018,6,0,"STORAGE","20140611"
"L032271",58511,2018,6,8e-05,"DIRECT","20140611"
"L032271",58511,2018,7,7e-05,"DIRECT","20140611"
"L032271",58511,2018,7,0,"STORAGE","20140611"
"L032271",58511,2018,8,0.01187,"DIRECT","20140611"
"L032271",58511,2018,8,0,"STORAGE","20140611"
"L032271",58511,2018,9,0.04,"DIRECT","20140611"
"L032271",58511,2018,9,0,"STORAGE","20140611"
"L032271",58511,2018,10,0.029,"DIRECT","20140611"
"L032271",58511,2018,10,0,"STORAGE","20140611"
"L032271",58511,2018,11,0,"DIRECT","20140611"
"L032271",58511,2018,11,0,"STORAGE","20140611"
"L032271",58511,2018,12,0,"STORAGE","20140611"
"L032271",58511,2018,12,0,"DIRECT","20140611"
"L032271",58511,2019,1,0,"STORAGE","20140611"
"L032271",58511,2019,1,0,"DIRECT","20140611"
"L032271",58511,2019,2,0,"STORAGE","20140611"
"L032271",58511,2019,2,0,"DIRECT","20140611"
"L032271",58511,2019,3,0,"DIRECT","20140611"
"L032271",58511,2019,3,0,"STORAGE","20140611"
"L032271",58511,2019,4,0,"DIRECT","20140611"
"L032271",58511,2019,4,0,"STORAGE","20140611"
"L032271",58511,2019,5,9.5e-05,"DIRECT","20140611"
"L032271",58511,2019,5,0,"STORAGE","20140611"
"L032271",58511,2019,6,0,"STORAGE","20140611"
"L032271",58511,2019,6,7.7e-05,"DIRECT","20140611"
"L032271",58511,2019,7,0,"STORAGE","20140611"
"L032271",58511,2019,7,0.01428,"DIRECT","20140611"
"L032271",58511,2019,8,0.068007,"DIRECT","20140611"
"L032271",58511,2019,8,0,"STORAGE","20140611"
"L032271",58511,2019,9,0,"STORAGE","20140611"
"L032271",58511,2019,9,0.05079,"DIRECT","20140611"
"L032271",58511,2019,10,0.035998,"DIRECT","20140611"
"L032271",58511,2019,10,0,"STORAGE","20140611"
"L032271",58511,2019,11,0.003713,"DIRECT","20140611"
"L032271",58511,2019,11,0,"STORAGE","20140611"
"L032271",58511,2019,12,0,"DIRECT","20140611"
"L032271",58511,2019,12,0,"STORAGE","20140611"
"L032271",58511,2020,1,0,"DIRECT","20140611"
"L032271",58511,2020,2,0,"DIRECT","20140611"
"L032271",58511,2020,3,0,"DIRECT","20140611"
"L032271",58511,2020,4,0.000295,"DIRECT","20140611"
"L032271",58511,2020,5,0.000249,"DIRECT","20140611"
"L032271",58511,2020,6,0.000215,"DIRECT","20140611"
"L032271",58511,2020,7,0.008501,"DIRECT","20140611"
"L032271",58511,2020,8,0.03273,"DIRECT","20140611"
"L032271",58511,2020,9,0.037422,"DIRECT","20140611"
"L032271",58511,2020,10,0.031321,"DIRECT","20140611"
"L032271",58511,2020,11,0.031916,"DIRECT","20140611"
"L032271",58511,2020,12,0,"DIRECT","20140611"
"L032271",58511,2021,1,0,"DIRECT","20140611"
"L032271",58511,2021,2,0,"DIRECT","20140611"
"L032271",58511,2021,3,0,"DIRECT","20140611"
"L032271",58511,2021,4,0.000491,"DIRECT","20140611"
"L032271",58511,2021,5,3.1e-05,"DIRECT","20140611"
"L032271",58511,2021,6,0,"DIRECT","20140611"
"L032271",58511,2021,7,0,"DIRECT","20140611"
"L032271",58511,2021,8,0,"DIRECT","20140611"
"L032271",58511,2021,9,0,"DIRECT","20140611"
"L032271",58511,2022,1,0,"DIRECT","20140611"
"L032271",58511,2022,2,0,"DIRECT","20140611"
"L032271",58511,2022,3,0,"DIRECT","20140611"
"L032271",58511,2022,4,0,"DIRECT","20140611"
"L032271",58511,2022,5,0,"DIRECT","20140611"
"L032271",58511,2022,6,0.000562,"DIRECT","20140611"
"L032271",58511,2022,7,0.025048,"DIRECT","20140611"
"L032271",58511,2022,8,0.043339,"DIRECT","20140611"
"L032271",58511,2022,9,0,"DIRECT","20140611"
"L032271",58511,2022,10,0,"DIRECT","20140611"
"L032271",58511,2022,11,0,"DIRECT","20140611"
"L032271",58511,2022,12,0,"DIRECT","20140611"
"S000115",27740,2017,1,0.068498,"STORAGE","19140101"
"S000115",27740,2017,1,0,"DIRECT","19140101"
"S000115",27740,2017,2,0,"DIRECT","19140101"
"S000115",27740,2017,2,0.061869,"STORAGE","19140101"
"S000115",27740,2017,3,0,"DIRECT","19140101"
"S000115",27740,2017,3,0.068498,"STORAGE","19140101"
"S000115",27740,2017,4,0.066288,"STORAGE","19140101"
"S000115",27740,2017,4,0,"DIRECT","19140101"
"S000115",27740,2017,5,0.068498,"STORAGE","19140101"
"S000115",27740,2017,5,0,"DIRECT","19140101"
"S000115",27740,2017,6,0.066288,"STORAGE","19140101"
"S000115",27740,2017,6,0,"DIRECT","19140101"
"S000115",27740,2017,7,0,"DIRECT","19140101"
"S000115",27740,2017,7,0.068498,"STORAGE","19140101"
"S000115",27740,2017,8,0,"DIRECT","19140101"
"S000115",27740,2017,8,0.068498,"STORAGE","19140101"
"S000115",27740,2017,9,0,"DIRECT","19140101"
"S000115",27740,2017,9,0.066288,"STORAGE","19140101"
"S000115",27740,2017,10,0,"DIRECT","19140101"
"S000115",27740,2017,10,0.068498,"STORAGE","19140101"
"S000115",27740,2017,11,0,"DIRECT","19140101"
"S000115",27740,2017,11,0.066288,"STORAGE","19140101"
"S000115",27740,2017,12,0.068498,"STORAGE","19140101"
"S000115",27740,2017,12,0,"DIRECT","19140101"
"S000115",27740,2018,1,0.136995,"STORAGE","19140101"
"S000115",27740,2018,1,0,"DIRECT","19140101"
"S000115",27740,2018,2,0.061869,"STORAGE","19140101"
"S000115",27740,2018,2,0,"DIRECT","19140101"
"S000115",27740,2018,3,0,"DIRECT","19140101"
"S000115",27740,2018,3,0.136995,"STORAGE","19140101"
"S000115",27740,2018,4,0,"DIRECT","19140101"
"S000115",27740,2018,4,0.132576,"STORAGE","19140101"
"S000115",27740,2018,5,0,"DIRECT","19140101"
"S000115",27740,2018,5,0.068498,"STORAGE","19140101"
"S000115",27740,2018,6,0.033144,"STORAGE","19140101"
"S000115",27740,2018,6,0,"DIRECT","19140101"
"S000115",27740,2018,7,0.034249,"STORAGE","19140101"
"S000115",27740,2018,7,0,"DIRECT","19140101"
"S000115",27740,2018,8,0,"DIRECT","19140101"
"S000115",27740,2018,8,0.034249,"STORAGE","19140101"
"S000115",27740,2018,9,0.034249,"STORAGE","19140101"
"S000115",27740,2018,9,0,"DIRECT","19140101"
"S000115",27740,2018,10,0,"DIRECT","19140101"
"S000115",27740,2018,10,0.034249,"STORAGE","19140101"
"S000115",27740,2018,11,0,"DIRECT","19140101"
"S000115",27740,2018,11,0.132576,"STORAGE","19140101"
"S000115",27740,2018,12,0,"DIRECT","19140101"
"S000115",27740,2018,12,0.136995,"STORAGE","19140101"
"S000115",27740,2019,1,0.136995,"STORAGE","19140101"
"S000115",27740,2019,1,0,"DIRECT","19140101"
"S000115",27740,2019,2,0.123738,"STORAGE","19140101"
"S000115",27740,2019,2,0,"DIRECT","19140101"
"S000115",27740,2019,3,0.136995,"STORAGE","19140101"
"S000115",27740,2019,3,0,"DIRECT","19140101"
"S000115",27740,2019,4,0.132576,"STORAGE","19140101"
"S000115",27740,2019,4,0,"DIRECT","19140101"
"S000115",27740,2019,5,0,"DIRECT","19140101"
"S000115",27740,2019,5,0.136995,"STORAGE","19140101"
"S000115",27740,2019,6,0.066288,"STORAGE","19140101"
"S000115",27740,2019,6,0,"DIRECT","19140101"
"S000115",27740,2019,7,0,"DIRECT","19140101"
"S000115",27740,2019,7,0.068498,"STORAGE","19140101"
"S000115",27740,2019,8,0,"DIRECT","19140101"
"S000115",27740,2019,8,0.068498,"STORAGE","19140101"
"S000115",27740,2019,9,0.066288,"STORAGE","19140101"
"S000115",27740,2019,9,0,"DIRECT","19140101"
"S000115",27740,2019,10,0.068498,"STORAGE","19140101"
"S000115",27740,2019,10,0,"DIRECT","19140101"
"S000115",27740,2019,11,0,"DIRECT","19140101"
"S000115",27740,2019,11,0.066288,"STORAGE","19140101"
"S000115",27740,2019,12,0.068498,"STORAGE","19140101"
"S000115",27740,2019,12,0,"DIRECT","19140101"
"S000115",27740,2020,1,0.136995,"STORAGE","19140101"
"S000115",27740,2020,1,0,"DIRECT","19140101"
"S000115",27740,2020,2,0.123738,"STORAGE","19140101"
"S000115",27740,2020,2,0,"DIRECT","19140101"
"S000115",27740,2020,3,0.136995,"STORAGE","19140101"
"S000115",27740,2020,3,0,"DIRECT","19140101"
"S000115",27740,2020,4,0.132576,"STORAGE","19140101"
"S000115",27740,2020,4,0,"DIRECT","19140101"
"S000115",27740,2020,5,0.136995,"STORAGE","19140101"
"S000115",27740,2020,5,0,"DIRECT","19140101"
"S000115",27740,2020,6,0,"DIRECT","19140101"
"S000115",27740,2020,6,0.066288,"STORAGE","19140101"
"S000115",27740,2020,7,0.068498,"STORAGE","19140101"
"S000115",27740,2020,7,0,"DIRECT","19140101"
"S000115",27740,2020,8,0,"DIRECT","19140101"
"S000115",27740,2020,8,0.068498,"STORAGE","19140101"
"S000115",27740,2020,9,0.066288,"STORAGE","19140101"
"S000115",27740,2020,9,0,"DIRECT","19140101"
"S000115",27740,2020,10,0.068498,"STORAGE","19140101"
"S000115",27740,2020,10,0,"DIRECT","19140101"
"S000115",27740,2020,11,0.066288,"STORAGE","19140101"
"S000115",27740,2020,11,0,"DIRECT","19140101"
"S000115",27740,2020,12,0,"DIRECT","19140101"
"S000115",27740,2020,12,0.068498,"STORAGE","19140101"
"S000115",27740,2021,1,0.136995,"STORAGE","19140101"
"S000115",27740,2021,1,0,"DIRECT","19140101"
"S000115",27740,2021,2,0.123738,"STORAGE","19140101"
"S000115",27740,2021,2,0,"DIRECT","19140101"
"S000115",27740,2021,3,0,"DIRECT","19140101"
"S000115",27740,2021,3,0.136995,"STORAGE","19140101"
"S000115",27740,2021,4,0,"DIRECT","19140101"
"S000115",27740,2021,4,0.132576,"STORAGE","19140101"
"S000115",27740,2021,5,0,"DIRECT","19140101"
"S000115",27740,2021,5,0.136995,"STORAGE","19140101"
"S000115",27740,2021,6,0.066288,"STORAGE","19140101"
"S000115",27740,2021,6,0,"DIRECT","19140101"
"S000115",27740,2021,7,0,"DIRECT","19140101"
"S000115",27740,2021,7,0.066288,"STORAGE","19140101"
"S000115",27740,2021,8,0,"STORAGE","19140101"
"S000115",27740,2021,8,0,"DIRECT","19140101"
"S000115",27740,2021,9,0,"DIRECT","19140101"
"S000115",27740,2021,9,0,"STORAGE","19140101"
"S000115",27740,2021,10,0,"DIRECT","19140101"
"S000115",27740,2021,10,0,"STORAGE","19140101"
"S000115",27740,2021,11,0,"DIRECT","19140101"
"S000115",27740,2021,11,0,"STORAGE","19140101"
"S000115",27740,2021,12,0,"STORAGE","19140101"
"S000115",27740,2021,12,0,"DIRECT","19140101"
"S000115",27740,2022,1,0,"DIRECT","19140101"
"S000115",27740,2022,1,0.136995,"STORAGE","19140101"
"S000115",27740,2022,2,0,"DIRECT","19140101"
"S000115",27740,2022,2,0.123738,"STORAGE","19140101"
"S000115",27740,2022,3,0,"DIRECT","19140101"
"S000115",27740,2022,3,0.136995,"STORAGE","19140101"
"S000115",27740,2022,4,0,"DIRECT","19140101"
"S000115",27740,2022,4,0.132576,"STORAGE","19140101"
"S000115",27740,2022,5,0,"DIRECT","19140101"
"S000115",27740,2022,5,0.136995,"STORAGE","19140101"
"S000115",27740,2022,6,0,"DIRECT","19140101"
"S000115",27740,2022,6,0.066288,"STORAGE","19140101"
"S000115",27740,2022,7,0,"DIRECT","19140101"
"S000115",27740,2022,7,0.066288,"STORAGE","19140101"
"S000115",27740,2022,8,0,"DIRECT","19140101"
"S000115",27740,2022,8,0.066288,"STORAGE","19140101"
"S000115",27740,2022,9,0,"DIRECT","19140101"
"S000115",27740,2022,9,0.066288,"STORAGE","19140101"
"S000115",27740,2022,10,0,"DIRECT","19140101"
"S000115",27740,2022,10,0.068498,"STORAGE","19140101"
"S000115",27740,2022,11,0,"DIRECT","19140101"
"S000115",27740,2022,11,0.066288,"STORAGE","19140101"
"S000115",27740,2022,12,0,"DIRECT","19140101"
"S000115",27740,2022,12,0.068498,"STORAGE","19140101"
"S000549",28011,2017,1,0,"STORAGE","10000000"
"S000549",28011,2017,1,0,"DIRECT","10000000"
"S000549",28011,2017,2,0,"DIRECT","10000000"
"S000549",28011,2017,2,0,"STORAGE","10000000"
"S000549",28011,2017,3,0,"STORAGE","10000000"
"S000549",28011,2017,3,0,"DIRECT","10000000"
"S000549",28011,2017,4,0,"DIRECT","10000000"
"S000549",28011,2017,4,0,"STORAGE","10000000"
"S000549",28011,2017,5,0,"DIRECT","10000000"
"S000549",28011,2017,5,0,"STORAGE","10000000"
"S000549",28011,2017,6,0,"STORAGE","10000000"
"S000549",28011,2017,6,0,"DIRECT","10000000"
"S000549",28011,2017,7,0,"STORAGE","10000000"
"S000549",28011,2017,7,0,"DIRECT","10000000"
"S000549",28011,2017,8,0,"STORAGE","10000000"
"S000549",28011,2017,8,0,"DIRECT","10000000"
"S000549",28011,2017,9,0,"DIRECT","10000000"
"S000549",28011,2017,9,0,"STORAGE","10000000"
"S000549",28011,2017,10,0,"DIRECT","10000000"
"S000549",28011,2017,10,0,"STORAGE","10000000"
"S000549",28011,2017,11,0,"DIRECT","10000000"
"S000549",28011,2017,11,0,"STORAGE","10000000"
"S000549",28011,2017,12,0,"STORAGE","10000000"
"S000549",28011,2017,12,0,"DIRECT","10000000"
"S000549",28011,2018,1,0,"STORAGE","10000000"
"S000549",28011,2018,1,0,"DIRECT","10000000"
"S000549",28011,2018,2,0,"DIRECT","10000000"
"S000549",28011,2018,2,0,"STORAGE","10000000"
"S000549",28011,2018,3,0,"DIRECT","10000000"
"S000549",28011,2018,3,0,"STORAGE","10000000"
"S000549",28011,2018,4,0,"STORAGE","10000000"
"S000549",28011,2018,4,0,"DIRECT","10000000"
"S000549",28011,2018,5,0,"STORAGE","10000000"
"S000549",28011,2018,5,0,"DIRECT","10000000"
"S000549",28011,2018,6,0,"STORAGE","10000000"
"S000549",28011,2018,6,0,"DIRECT","10000000"
"S000549",28011,2018,7,0,"DIRECT","10000000"
"S000549",28011,2018,7,0,"STORAGE","10000000"
"S000549",28011,2018,8,0,"DIRECT","10000000"
"S000549",28011,2018,8,0,"STORAGE","10000000"
"S000549",28011,2018,9,0,"DIRECT","10000000"
"S000549",28011,2018,9,0,"STORAGE","10000000"
"S000549",28011,2018,10,0,"DIRECT","10000000"
"S000549",28011,2018,10,0,"STORAGE","10000000"
"S000549",28011,2018,11,0,"DIRECT","10000000"
"S000549",28011,2018,11,0,"STORAGE","10000000"
"S000549",28011,2018,12,0,"STORAGE","10000000"
"S000549",28011,2018,12,0,"DIRECT","10000000"
"S000549",28011,2019,1,0,"STORAGE","10000000"
"S000549",28011,2019,1,0,"DIRECT","10000000"
"S000549",28011,2019,2,0,"STORAGE","10000000"
"S000549",28011,2019,2,0,"DIRECT","10000000"
"S000549",28011,2019,3,0,"STORAGE","10000000"
"S000549",28011,2019,3,0,"DIRECT","10000000"
"S000549",28011,2019,4,0,"DIRECT","10000000"
"S000549",28011,2019,4,0,"STORAGE","10000000"
"S000549",28011,2019,5,0,"STORAGE","10000000"
"S000549",28011,2019,5,0,"DIRECT","10000000"
"S000549",28011,2019,6,0,"STORAGE","10000000"
"S000549",28011,2019,6,0,"DIRECT","10000000"
"S000549",28011,2019,7,0,"STORAGE","10000000"
"S000549",28011,2019,7,0,"DIRECT","10000000"
"S000549",28011,2019,8,0,"STORAGE","10000000"
"S000549",28011,2019,8,0,"DIRECT","10000000"
"S000549",28011,2019,9,0,"DIRECT","10000000"
"S000549",28011,2019,9,0,"STORAGE","10000000"
"S000549",28011,2019,10,0,"STORAGE","10000000"
"S000549",28011,2019,10,0,"DIRECT","10000000"
"S000549",28011,2019,11,0,"DIRECT","10000000"
"S000549",28011,2019,11,0,"STORAGE","10000000"
"S000549",28011,2019,12,0,"DIRECT","10000000"
"S000549",28011,2019,12,0,"STORAGE","10000000"
"S000549",28011,2020,1,0,"DIRECT","10000000"
"S000549",28011,2020,1,0,"STORAGE","10000000"
"S000549",28011,2020,2,0,"DIRECT","10000000"
"S000549",28011,2020,2,0,"STORAGE","10000000"
"S000549",28011,2020,3,0,"STORAGE","10000000"
"S000549",28011,2020,3,0,"DIRECT","10000000"
"S000549",28011,2020,4,0,"DIRECT","10000000"
"S000549",28011,2020,4,0,"STORAGE","10000000"
"S000549",28011,2020,5,0,"DIRECT","10000000"
"S000549",28011,2020,5,0,"STORAGE","10000000"
"S000549",28011,2020,6,0,"STORAGE","10000000"
"S000549",28011,2020,6,0,"DIRECT","10000000"
"S000549",28011,2020,7,0,"DIRECT","10000000"
"S000549",28011,2020,7,0,"STORAGE","10000000"
"S000549",28011,2020,8,0,"DIRECT","10000000"
"S000549",28011,2020,8,0,"STORAGE","10000000"
"S000549",28011,2020,9,0,"DIRECT","10000000"
"S000549",28011,2020,9,0,"STORAGE","10000000"
"S000549",28011,2020,10,0,"DIRECT","10000000"
"S000549",28011,2020,10,0,"STORAGE","10000000"
"S000549",28011,2020,11,0,"DIRECT","10000000"
"S000549",28011,2020,11,0,"STORAGE","10000000"
"S000549",28011,2020,12,0,"STORAGE","10000000"
"S000549",28011,2020,12,0,"DIRECT","10000000"
"S000549",28011,2021,1,0,"STORAGE","10000000"
"S000549",28011,2021,1,0,"DIRECT","10000000"
"S000549",28011,2021,2,0,"DIRECT","10000000"
"S000549",28011,2021,2,0,"STORAGE","10000000"
"S000549",28011,2021,3,0,"DIRECT","10000000"
"S000549",28011,2021,3,0,"STORAGE","10000000"
"S000549",28011,2021,4,0,"STORAGE","10000000"
"S000549",28011,2021,4,0,"DIRECT","10000000"
"S000549",28011,2021,5,0,"STORAGE","10000000"
"S000549",28011,2021,5,0,"DIRECT","10000000"
"S000549",28011,2021,6,0,"STORAGE","10000000"
"S000549",28011,2021,6,0,"DIRECT","10000000"
"S000549",28011,2021,7,0,"DIRECT","10000000"
"S000549",28011,2021,7,0,"STORAGE","10000000"
"S000549",28011,2021,8,0,"DIRECT","10000000"
"S000549",28011,2021,8,0,"STORAGE","10000000"
"S000549",28011,2021,9,0,"DIRECT","10000000"
"S000549",28011,2021,9,0,"STORAGE","10000000"
"S000549",28011,2021,10,0,"DIRECT","10000000"
"S000549",28011,2021,10,0,"STORAGE","10000000"
"S000549",28011,2021,11,0,"DIRECT","10000000"
"S000549",28011,2021,11,0,"STORAGE","10000000"
"S000549",28011,2021,12,0,"STORAGE","10000000"
"S000549",28011,2021,12,0,"DIRECT","10000000"
"S000549",28011,2022,1,0,"STORAGE","10000000"
"S000549",28011,2022,1,0,"DIRECT","10000000"
"S000549",28011,2022,2,0,"STORAGE","10000000"
"S000549",28011,2022,2,0,"DIRECT","10000000"
"S000549",28011,2022,3,0,"STORAGE","10000000"
"S000549",28011,2022,3,0,"DIRECT","10000000"
"S000549",28011,2022,4,0,"DIRECT","10000000"
"S000549",28011,2022,4,0,"STORAGE","10000000"
"S000549",28011,2022,5,0,"STORAGE","10000000"
"S000549",28011,2022,5,0,"DIRECT","10000000"
"S000549",28011,2022,6,0,"STORAGE","10000000"
"S000549",28011,2022,6,0,"DIRECT","10000000"
"S000549",28011,2022,7,0,"STORAGE","10000000"
"S000549",28011,2022,7,0,"DIRECT","10000000"
"S000549",28011,2022,8,0,"STORAGE","10000000"
"S000549",28011,2022,8,0,"DIRECT","10000000"
"S000549",28011,2022,9,0,"DIRECT","10000000"
"S000549",28011,2022,9,0,"STORAGE","10000000"
"S000549",28011,2022,10,0,"STORAGE","10000000"
"S000549",28011,2022,10,0,"DIRECT","10000000"
"S000549",28011,2022,11,0,"DIRECT","10000000"
"S000549",28011,2022,11,0,"STORAGE","10000000"
"S000549",28011,2022,12,0,"DIRECT","10000000"
"S000549",28011,2022,12,0,"STORAGE","10000000"
"S008184",31883,2017,1,0,"STORAGE","10000000"
"S008184",31883,2017,1,0,"DIRECT","10000000"
"S008184",31883,2017,2,0,"STORAGE","10000000"
"S008184",31883,2017,2,0,"DIRECT","10000000"
"S008184",31883,2017,3,0,"STORAGE","10000000"
"S008184",31883,2017,3,0,"DIRECT","10000000"
"S008184",31883,2017,4,0,"STORAGE","10000000"
"S008184",31883,2017,4,1.1,"DIRECT","10000000"
"S008184",31883,2017,5,0,"DIRECT","10000000"
"S008184",31883,2017,5,0,"STORAGE","10000000"
"S008184",31883,2017,6,0,"DIRECT","10000000"
"S008184",31883,2017,6,0,"STORAGE","10000000"
"S008184",31883,2017,7,1.7,"DIRECT","10000000"
"S008184",31883,2017,7,0,"STORAGE","10000000"
"S008184",31883,2017,8,0,"STORAGE","10000000"
"S008184",31883,2017,8,0,"DIRECT","10000000"
"S008184",31883,2017,9,0,"STORAGE","10000000"
"S008184",31883,2017,9,0,"DIRECT","10000000"
"S008184",31883,2017,10,2.1,"DIRECT","10000000"
"S008184",31883,2017,10,0,"STORAGE","10000000"
"S008184",31883,2017,11,0,"STORAGE","10000000"
"S008184",31883,2017,11,0,"DIRECT","10000000"
"S008184",31883,2017,12,0,"STORAGE","10000000"
"S008184",31883,2017,12,0,"DIRECT","10000000"
"S008184",31883,2018,1,0,"DIRECT","10000000"
"S008184",31883,2018,1,0,"STORAGE","10000000"
"S008184",31883,2018,2,0,"DIRECT","10000000"
"S008184",31883,2018,2,0,"STORAGE","10000000"
"S008184",31883,2018,3,0,"STORAGE","10000000"
"S008184",31883,2018,3,0,"DIRECT","10000000"
"S008184",31883,2018,4,0,"STORAGE","10000000"
"S008184",31883,2018,4,1.2,"DIRECT","10000000"
"S008184",31883,2018,5,0,"STORAGE","10000000"
"S008184",31883,2018,5,0,"DIRECT","10000000"
"S008184",31883,2018,6,2.3,"DIRECT","10000000"
"S008184",31883,2018,6,0,"STORAGE","10000000"
"S008184",31883,2018,7,0,"DIRECT","10000000"
"S008184",31883,2018,7,0,"STORAGE","10000000"
"S008184",31883,2018,8,0,"STORAGE","10000000"
"S008184",31883,2018,8,0,"DIRECT","10000000"
"S008184",31883,2018,9,0,"DIRECT","10000000"
"S008184",31883,2018,9,0,"STORAGE","10000000"
"S008184",31883,2018,10,0,"STORAGE","10000000"
"S008184",31883,2018,10,0,"DIRECT","10000000"
"S008184",31883,2018,11,0,"STORAGE","10000000"
"S008184",31883,2018,11,0,"DIRECT","10000000"
"S008184",31883,2018,12,0,"STORAGE","10000000"
"S008184",31883,2018,12,0,"DIRECT","10000000"
"S008184",31883,2019,1,0,"STORAGE","10000000"
"S008184",31883,2019,1,0,"DIRECT","10000000"
"S008184",31883,2019,2,0,"DIRECT","10000000"
"S008184",31883,2019,2,0,"STORAGE","10000000"
"S008184",31883,2019,3,0,"DIRECT","10000000"
"S008184",31883,2019,3,0,"STORAGE","10000000"
"S008184",31883,2019,4,0,"STORAGE","10000000"
"S008184",31883,2019,4,0,"DIRECT","10000000"
"S008184",31883,2019,5,0,"DIRECT","10000000"
"S008184",31883,2019,5,0,"STORAGE","10000000"
"S008184",31883,2019,6,0,"STORAGE","10000000"
"S008184",31883,2019,6,0,"DIRECT","10000000"
"S008184",31883,2019,7,0,"DIRECT","10000000"
"S008184",31883,2019,7,0,"STORAGE","10000000"
"S008184",31883,2019,8,0,"DIRECT","10000000"
"S008184",31883,2019,8,0,"STORAGE","10000000"
"S008184",31883,2019,9,0,"STORAGE","10000000"
"S008184",31883,2019,9,0,"DIRECT","10000000"
"S008184",31883,2019,10,0,"DIRECT","10000000"
"S008184",31883,2019,10,0,"STORAGE","10000000"
"S008184",31883,2019,11,0,"DIRECT","10000000"
"S008184",31883,2019,11,0,"STORAGE","10000000"
"S008184",31883,2019,12,0,"STORAGE","10000000"
"S008184",31883,2019,12,0,"DIRECT","10000000"
"S008184",31883,2020,1,0,"DIRECT","10000000"
"S008184",31883,2020,1,0,"STORAGE","10000000"
"S008184",31883,2020,2,0,"STORAGE","10000000"
"S008184",31883,2020,2,0,"DIRECT","10000000"
"S008184",31883,2020,3,0,"DIRECT","10000000"
"S008184",31883,2020,3,0,"STORAGE","10000000"
"S008184",31883,2020,4,0.0154,"DIRECT","10000000"
"S008184",31883,2020,4,0,"STORAGE","10000000"
"S008184",31883,2020,5,0,"STORAGE","10000000"
"S008184",31883,2020,5,0.0154,"DIRECT","10000000"
"S008184",31883,2020,6,0,"STORAGE","10000000"
"S008184",31883,2020,6,0.0154,"DIRECT","10000000"
"S008184",31883,2020,7,0,"STORAGE","10000000"
"S008184",31883,2020,7,0.0154,"DIRECT","10000000"
"S008184",31883,2020,8,0.0154,"DIRECT","10000000"
"S008184",31883,2020,8,0,"STORAGE","10000000"
"S008184",31883,2020,9,0.0154,"DIRECT","10000000"
"S008184",31883,2020,9,0,"STORAGE","10000000"
"S008184",31883,2020,10,0,"DIRECT","10000000"
"S008184",31883,2020,10,0,"STORAGE","10000000"
"S008184",31883,2020,11,0,"DIRECT","10000000"
"S008184",31883,2020,11,0,"STORAGE","10000000"
"S008184",31883,2020,12,0,"STORAGE","10000000"
"S008184",31883,2020,12,0,"DIRECT","10000000"
"S008184",31883,2021,1,0,"STORAGE","10000000"
"S008184",31883,2021,1,0,"DIRECT","10000000"
"S008184",31883,2021,2,0,"DIRECT","10000000"
"S008184",31883,2021,2,0,"STORAGE","10000000"
"S008184",31883,2021,3,0,"DIRECT","10000000"
"S008184",31883,2021,3,0,"STORAGE","10000000"
"S008184",31883,2021,4,0,"STORAGE","10000000"
"S008184",31883,2021,4,0,"DIRECT","10000000"
"S008184",31883,2021,5,0,"STORAGE","10000000"
"S008184",31883,2021,5,0,"DIRECT","10000000"
"S008184",31883,2021,6,0,"DIRECT","10000000"
