APPLICATION_NUMBER,WATER_RIGHT_TYPE
S016782,Statement of Div and Use
S016783,Statement of Div and Use
S016790,Statement of Div and Use
S016812,Statement of Div and Use
S016819,Statement of Div and Use
S016836,Statement of Div and Use
S016837,Statement of Div and Use
S016838,Statement of Div and Use
S016839,Statement of Div and Use
S016840,Statement of Div and Use
S016841,Statement of Div and Use
S016842,Statement of Div and Use
S016853,Statement of Div and Use
S016885,Statement of Div and Use
S016886,Statement of Div and Use
S016887,Statement of Div and Use
S016892,Statement of Div and Use
S016897,Statement of Div and Use
S016900,Statement of Div and Use
S016901,Statement of Div and Use
S016911,Statement of Div and Use
S017020,Statement of Div and Use
S017034,Statement of Div and Use
S017035,Statement of Div and Use
S017036,Statement of Div and Use
S017037,Statement of Div and Use
S017038,Statement of Div and Use
S017039,Statement of Div and Use
S017040,Statement of Div and Use
S017041,Statement of Div and Use
S017049,Statement of Div and Use
S017050,Statement of Div and Use
S017052,Statement of Div and Use
S017157,Statement of Div and Use
S017160,Statement of Div and Use
S017203,Statement of Div and Use
S017281,Statement of Div and Use
S017301,Statement of Div and Use
S017309,Statement of Div and Use
S017312,Statement of Div and Use
S017348,Statement of Div and Use
S017474,Statement of Div and Use
S017651,Statement of Div and Use
S017657,Statement of Div and Use
S017742,Statement of Div and Use
S017745,Statement of Div and Use
S017748,Statement of Div and Use
S017751,Statement of Div and Use
S017791,Statement of Div and Use
S017975,Statement of Div and Use
S017987,Statement of Div and Use
S017990,Statement of Div and Use
S017992,Statement of Div and Use
S017993,Statement of Div and Use
S017995,Statement of Div and Use
S018130,Statement of Div and Use
S018133,Statement of Div and Use
S018136,Statement of Div and Use
S018138,Statement of Div and Use
S018139,Statement of Div and Use
S018141,Statement of Div and Use
S018142,Statement of Div and Use
S018151,Statement of Div and Use
S018153,Statement of Div and Use
S018154,Statement of Div and Use
S018157,Statement of Div and Use
S018160,Statement of Div and Use
S018187,Statement of Div and Use
S018190,Statement of Div and Use
S018193,Statement of Div and Use
S018205,Statement of Div and Use
S018208,Statement of Div and Use
S018211,Statement of Div and Use
S018213,Statement of Div and Use
S018214,Statement of Div and Use
S018216,Statement of Div and Use
S018217,Statement of Div and Use
S018220,Statement of Div and Use
S018222,Statement of Div and Use
S018223,Statement of Div and Use
S018225,Statement of Div and Use
S018277,Statement of Div and Use
S018387,Statement of Div and Use
S018456,Statement of Div and Use
S018457,Statement of Div and Use
S018467,Statement of Div and Use
S018470,Statement of Div and Use
S018474,Statement of Div and Use
S018477,Statement of Div and Use
S018479,Statement of Div and Use
S018480,Statement of Div and Use
S018483,Statement of Div and Use
S018486,Statement of Div and Use
S018490,Statement of Div and Use
S018503,Statement of Div and Use
S018523,Statement of Div and Use
S018640,Statement of Div and Use
S018671,Statement of Div and Use
S018674,Statement of Div and Use
S018677,Statement of Div and Use
S018710,Statement of Div and Use
S018763,Statement of Div and Use
S018787,Statement of Div and Use
S019027,Statement of Div and Use
S019030,Statement of Div and Use
S019039,Statement of Div and Use
S019045,Statement of Div and Use
S019190,Statement of Div and Use
S019193,Statement of Div and Use
S019196,Statement of Div and Use
S019202,Statement of Div and Use
S019205,Statement of Div and Use
S019214,Statement of Div and Use
S019232,Statement of Div and Use
S019287,Statement of Div and Use
S019291,Statement of Div and Use
S019312,Statement of Div and Use
S019384,Statement of Div and Use
S019386,Statement of Div and Use
S019389,Statement of Div and Use
S019392,Statement of Div and Use
S019394,Statement of Div and Use
S019395,Statement of Div and Use
S019406,Statement of Div and Use
S019409,Statement of Div and Use
S019412,Statement of Div and Use
S019594,Statement of Div and Use
S019643,Statement of Div and Use
S019697,Statement of Div and Use
S019738,Statement of Div and Use
S019760,Statement of Div and Use
S019762,Statement of Div and Use
S019763,Statement of Div and Use
S019766,Statement of Div and Use
S019769,Statement of Div and Use
S019893,Statement of Div and Use
S019908,Statement of Div and Use
S019911,Statement of Div and Use
S019914,Statement of Div and Use
S019917,Statement of Div and Use
S019924,Statement of Div and Use
S019926,Statement of Div and Use
S019932,Statement of Div and Use
S019943,Statement of Div and Use
S019969,Statement of Div and Use
S019972,Statement of Div and Use
S020069,Statement of Div and Use
S020083,Statement of Div and Use
S020086,Statement of Div and Use
S020090,Statement of Div and Use
S020091,Statement of Div and Use
S020094,Statement of Div and Use
S020096,Statement of Div and Use
S020098,Statement of Div and Use
S020102,Statement of Div and Use
S020134,Statement of Div and Use
S020148,Statement of Div and Use
S020152,Statement of Div and Use
S020175,Statement of Div and Use
S020240,Statement of Div and Use
S020289,Statement of Div and Use
S020290,Statement of Div and Use
S020291,Statement of Div and Use
S020293,Statement of Div and Use
S020294,Statement of Div and Use
S020356,Statement of Div and Use
S020433,Statement of Div and Use
S020443,Statement of Div and Use
S020523,Statement of Div and Use
S020527,Statement of Div and Use
S020596,Statement of Div and Use
S020627,Statement of Div and Use
S020709,Statement of Div and Use
S020788,Statement of Div and Use
S020828,Statement of Div and Use
S021071,Statement of Div and Use
S021080,Statement of Div and Use
S021081,Statement of Div and Use
S021082,Statement of Div and Use
S021309,Statement of Div and Use
S021321,Statement of Div and Use
S021339,Statement of Div and Use
S021352,Statement of Div and Use
S021353,Statement of Div and Use
S021358,Statement of Div and Use
S021381,Statement of Div and Use
S021382,Statement of Div and Use
S021384,Statement of Div and Use
S021385,Statement of Div and Use
S021386,Statement of Div and Use
S021387,Statement of Div and Use
S021388,Statement of Div and Use
S021394,Statement of Div and Use
S021395,Statement of Div and Use
S021396,Statement of Div and Use
S021397,Statement of Div and Use
S021398,Statement of Div and Use
S021399,Statement of Div and Use
S021466,Statement of Div and Use
S021480,Statement of Div and Use
S021482,Statement of Div and Use
S021483,Statement of Div and Use
S021484,Statement of Div and Use
S021485,Statement of Div and Use
S021487,Statement of Div and Use
S021488,Statement of Div and Use
S021568,Statement of Div and Use
S021985,Statement of Div and Use
S021986,Statement of Div and Use
S021990,Statement of Div and Use
S021991,Statement of Div and Use
S021993,Statement of Div and Use
S021994,Statement of Div and Use
S021995,Statement of Div and Use
S021996,Statement of Div and Use
S021997,Statement of Div and Use
S021998,Statement of Div and Use
S021999,Statement of Div and Use
S022000,Statement of Div and Use
S022001,Statement of Div and Use
S022002,Statement of Div and Use
S022003,Statement of Div and Use
S022004,Statement of Div and Use
S022006,Statement of Div and Use
S022008,Statement of Div and Use
S022009,Statement of Div and Use
S022012,Statement of Div and Use
S022015,Statement of Div and Use
S022016,Statement of Div and Use
S022017,Statement of Div and Use
S022128,Statement of Div and Use
S022130,Statement of Div and Use
S022156,Statement of Div and Use
S022287,Statement of Div and Use
S022288,Statement of Div and Use
S022309,Statement of Div and Use
S022310,Statement of Div and Use
S022312,Statement of Div and Use
S022313,Statement of Div and Use
S022314,Statement of Div and Use
S022316,Statement of Div and Use
S022326,Statement of Div and Use
S022335,Statement of Div and Use
S022339,Statement of Div and Use
S022341,Statement of Div and Use
S022342,Statement of Div and Use
S022386,Statement of Div and Use
S022400,Statement of Div and Use
S022401,Statement of Div and Use
S022407,Statement of Div and Use
S022408,Statement of Div and Use
S022409,Statement of Div and Use
S022410,Statement of Div and Use
S022411,Statement of Div and Use
S022463,Statement of Div and Use
S022465,Statement of Div and Use
S022466,Statement of Div and Use
S022490,Statement of Div and Use
S022496,Statement of Div and Use
S022512,Statement of Div and Use
S022523,Statement of Div and Use
S022528,Statement of Div and Use
S022557,Statement of Div and Use
S022558,Statement of Div and Use
S022559,Statement of Div and Use
S022560,Statement of Div and Use
S022561,Statement of Div and Use
S022565,Statement of Div and Use
S022566,Statement of Div and Use
S022598,Statement of Div and Use
S022607,Statement of Div and Use
S022713,Statement of Div and Use
S022717,Statement of Div and Use
S022718,Statement of Div and Use
S022724,Statement of Div and Use
S022725,Statement of Div and Use
S022726,Statement of Div and Use
S022731,Statement of Div and Use
S022775,Statement of Div and Use
S022777,Statement of Div and Use
S022797,Statement of Div and Use
S022799,Statement of Div and Use
S022800,Statement of Div and Use
S022801,Statement of Div and Use
S022803,Statement of Div and Use
S022804,Statement of Div and Use
S022832,Statement of Div and Use
S022853,Statement of Div and Use
S022856,Statement of Div and Use
S022857,Statement of Div and Use
S022859,Statement of Div and Use
S022860,Statement of Div and Use
S022861,Statement of Div and Use
S022862,Statement of Div and Use
S022864,Statement of Div and Use
S022865,Statement of Div and Use
S022867,Statement of Div and Use
S022868,Statement of Div and Use
S022869,Statement of Div and Use
S022870,Statement of Div and Use
S022877,Statement of Div and Use
S022879,Statement of Div and Use
S022882,Statement of Div and Use
S022886,Statement of Div and Use
S022889,Statement of Div and Use
S022890,Statement of Div and Use
S022895,Statement of Div and Use
S022914,Statement of Div and Use
S023005,Statement of Div and Use
S023022,Statement of Div and Use
S023120,Statement of Div and Use
S023121,Statement of Div and Use
S023451,Statement of Div and Use
S023462,Statement of Div and Use
S023470,Statement of Div and Use
S023512,Statement of Div and Use
S023513,Statement of Div and Use
S023514,Statement of Div and Use
S023515,Statement of Div and Use
S023678,Statement of Div and Use
S023680,Statement of Div and Use
S023681,Statement of Div and Use
S023682,Statement of Div and Use
S023685,Statement of Div and Use
S023687,Statement of Div and Use
S023695,Statement of Div and Use
S023696,Statement of Div and Use
S023697,Statement of Div and Use
S023707,Statement of Div and Use
S023711,Statement of Div and Use
S023712,Statement of Div and Use
S023728,Statement of Div and Use
S023729,Statement of Div and Use
S023849,Statement of Div and Use
S023862,Statement of Div and Use
S023869,Statement of Div and Use
S023870,Statement of Div and Use
S023888,Statement of Div and Use
S023896,Statement of Div and Use
S023897,Statement of Div and Use
S023932,Statement of Div and Use
S023954,Statement of Div and Use
S023955,Statement of Div and Use
S023959,Statement of Div and Use
S023960,Statement of Div and Use
S023995,Statement of Div and Use
S023996,Statement of Div and Use
S023997,Statement of Div and Use
S024097,Statement of Div and Use
S024104,Statement of Div and Use
S024131,Statement of Div and Use
S024188,Statement of Div and Use
S024229,Statement of Div and Use
S024280,Statement of Div and Use
S024349,Statement of Div and Use
S024370,Statement of Div and Use
S024372,Statement of Div and Use
S024404,Statement of Div and Use
S024405,Statement of Div and Use
S024410,Statement of Div and Use
S024427,Statement of Div and Use
S024444,Statement of Div and Use
S024445,Statement of Div and Use
S024452,Statement of Div and Use
S024464,Statement of Div and Use
S024466,Statement of Div and Use
S024467,Statement of Div and Use
S024481,Statement of Div and Use
S024495,Statement of Div and Use
S024509,Statement of Div and Use
S024511,Statement of Div and Use
S024512,Statement of Div and Use
S024513,Statement of Div and Use
S024526,Statement of Div and Use
S024552,Statement of Div and Use
S024597,Statement of Div and Use
S024621,Statement of Div and Use
S024681,Statement of Div and Use
S024682,Statement of Div and Use
S024683,Statement of Div and Use
S024728,Statement of Div and Use
S024769,Statement of Div and Use
S024770,Statement of Div and Use
S024858,Statement of Div and Use
S025029,Statement of Div and Use
S025042,Statement of Div and Use
S025066,Statement of Div and Use
S025197,Statement of Div and Use
S025227,Statement of Div and Use
S025228,Statement of Div and Use
S025235,Statement of Div and Use
S025236,Statement of Div and Use
S025237,Statement of Div and Use
S025242,Statement of Div and Use
S025243,Statement of Div and Use
S025250,Statement of Div and Use
S025251,Statement of Div and Use
S025263,Statement of Div and Use
S025270,Statement of Div and Use
S025300,Statement of Div and Use
S025301,Statement of Div and Use
S025305,Statement of Div and Use
S025343,Statement of Div and Use
S025344,Statement of Div and Use
S025345,Statement of Div and Use
S025346,Statement of Div and Use
S025354,Statement of Div and Use
S025398,Statement of Div and Use
S025401,Statement of Div and Use
S025471,Statement of Div and Use
S025479,Statement of Div and Use
S025481,Statement of Div and Use
S025482,Statement of Div and Use
S025485,Statement of Div and Use
S025486,Statement of Div and Use
S025487,Statement of Div and Use
S025489,Statement of Div and Use
S025553,Statement of Div and Use
S025576,Statement of Div and Use
S025590,Statement of Div and Use
S025594,Statement of Div and Use
S025611,Statement of Div and Use
S025675,Statement of Div and Use
S025689,Statement of Div and Use
S025690,Statement of Div and Use
S025698,Statement of Div and Use
S025702,Statement of Div and Use
S025703,Statement of Div and Use
S025714,Statement of Div and Use
S025769,Statement of Div and Use
S025778,Statement of Div and Use
S025784,Statement of Div and Use
S025792,Statement of Div and Use
S025816,Statement of Div and Use
S025818,Statement of Div and Use
S025827,Statement of Div and Use
S025833,Statement of Div and Use
S025834,Statement of Div and Use
S025847,Statement of Div and Use
S025883,Statement of Div and Use
S025888,Statement of Div and Use
S025889,Statement of Div and Use
S025890,Statement of Div and Use
S025891,Statement of Div and Use
S025893,Statement of Div and Use
S025957,Statement of Div and Use
S026037,Statement of Div and Use
S026053,Statement of Div and Use
S026054,Statement of Div and Use
S026091,Statement of Div and Use
S026123,Statement of Div and Use
S026214,Statement of Div and Use
S026217,Statement of Div and Use
S026284,Statement of Div and Use
S026323,Statement of Div and Use
S026346,Statement of Div and Use
S026348,Statement of Div and Use
S026464,Statement of Div and Use
S026496,Statement of Div and Use
S026514,Statement of Div and Use
S026633,Statement of Div and Use
S026639,Statement of Div and Use
S026643,Statement of Div and Use
S026644,Statement of Div and Use
S026645,Statement of Div and Use
S026652,Statement of Div and Use
S026656,Statement of Div and Use
S026678,Statement of Div and Use
S026687,Statement of Div and Use
S026690,Statement of Div and Use
S026692,Statement of Div and Use
S026695,Statement of Div and Use
S026735,Statement of Div and Use
S026745,Statement of Div and Use
S026754,Statement of Div and Use
S026781,Statement of Div and Use
S026792,Statement of Div and Use
S026794,Statement of Div and Use
S026797,Statement of Div and Use
S026853,Statement of Div and Use
S026879,Statement of Div and Use
S026889,Statement of Div and Use
S026903,Statement of Div and Use
S026905,Statement of Div and Use
S026919,Statement of Div and Use
S026934,Statement of Div and Use
S026992,Statement of Div and Use
S027032,Statement of Div and Use
S027035,Statement of Div and Use
S027081,Statement of Div and Use
S027088,Statement of Div and Use
S027089,Statement of Div and Use
S027090,Statement of Div and Use
S027091,Statement of Div and Use
S027137,Statement of Div and Use
S027159,Statement of Div and Use
S027190,Statement of Div and Use
S027251,Statement of Div and Use
S027297,Statement of Div and Use
S027304,Statement of Div and Use
S027305,Statement of Div and Use
S027329,Statement of Div and Use
S027330,Statement of Div and Use
S027331,Statement of Div and Use
S027371,Statement of Div and Use
S027372,Statement of Div and Use
S027379,Statement of Div and Use
S027382,Statement of Div and Use
S027385,Statement of Div and Use
S027405,Statement of Div and Use
S027413,Statement of Div and Use
S027435,Statement of Div and Use
S027438,Statement of Div and Use
S027456,Statement of Div and Use
S027487,Statement of Div and Use
S027491,Statement of Div and Use
S027500,Statement of Div and Use
S027502,Statement of Div and Use
S027519,Statement of Div and Use
S027572,Statement of Div and Use
S027597,Statement of Div and Use
S027620,Statement of Div and Use
S027644,Statement of Div and Use
S027648,Statement of Div and Use
S027650,Statement of Div and Use
S027654,Statement of Div and Use
S027664,Statement of Div and Use
S027747,Statement of Div and Use
S027768,Statement of Div and Use
S027791,Statement of Div and Use
S027799,Statement of Div and Use
S027851,Statement of Div and Use
S027865,Statement of Div and Use
S027883,Statement of Div and Use
S027894,Statement of Div and Use
S027934,Statement of Div and Use
S027965,Statement of Div and Use
S027969,Statement of Div and Use
S027997,Statement of Div and Use
S028009,Statement of Div and Use
S028034,Statement of Div and Use
S028035,Statement of Div and Use
S028079,Statement of Div and Use
S028118,Statement of Div and Use
S028233,Statement of Div and Use
S028257,Statement of Div and Use
S028258,Statement of Div and Use
S028280,Statement of Div and Use
S028289,Statement of Div and Use
S028299,Statement of Div and Use
S028307,Statement of Div and Use
S028309,Statement of Div and Use
S028323,Statement of Div and Use
S028355,Statement of Div and Use
S028364,Statement of Div and Use
S028394,Statement of Div and Use
S028502,Statement of Div and Use
S028726,Statement of Div and Use
S028757,Statement of Div and Use
S028858,Statement of Div and Use
S028862,Statement of Div and Use
S028867,Statement of Div and Use
S028872,Statement of Div and Use
S028882,Statement of Div and Use
S028902,Statement of Div and Use
S028911,Statement of Div and Use
S028937,Statement of Div and Use
S028940,Statement of Div and Use
